Invoice_Text,Category
Credit note for cancelled order Rs 299417,Credit Note
Customer return credit note Rs 75855,Credit Note
Reverse charge professional service Rs 257634,Reverse Charge
IT support service to Germany Rs 304531,Export
Debit note for freight charges Rs 423432,Debit Note
Wholesale supply to HCL Rs 108531,B2B
Credit note for cancelled order Rs 5309,Credit Note
Industrial equipment imported from China Rs 443747,Import
Walk-in customer invoice Rs 248884,B2C
Export of garments to France Rs 293619,Export
Refund received under GST Rs 439441,GST Refund
Credit adjustment invoice Rs 464395,Credit Note
Export of garments to Germany Rs 29805,Export
Customer return credit note Rs 79638,Credit Note
Wholesale supply to Infosys Rs 228161,B2B
Educational service invoice Rs 317440,Exempt Supply
IT support service to Australia Rs 480448,Export
Invoice to TCS Rs 390720,B2B
Invoice to Deloitte Rs 199785,B2B
Customer return credit note Rs 62609,Credit Note
Corporate software license for Flipkart Rs 229944,B2B
GST payment challan Rs 18754,GST Payment
Legal service under reverse charge Rs 13185,Reverse Charge
Customer return credit note Rs 28130,Credit Note
Supplier debit adjustment Rs 169458,Debit Note
Reverse charge professional service Rs 42764,Reverse Charge
Export GST refund Rs 288667,GST Refund
Raw material imported from UK Rs 380470,Import
Director remuneration Rs 6558,Reverse Charge
Import electronics from South Korea Rs 150263,Import
Customer return credit note Rs 361054,Credit Note
Export software service to UK Rs 185500,Export
Cash sale invoice Rs 147036,B2C
Credit note issued against damaged goods Rs 22554,Credit Note
Supplier debit adjustment Rs 386737,Debit Note
Invoice to Deloitte Rs 427120,B2B
Hospital treatment charges Rs 320969,Exempt Supply
International client invoice Canada Rs 144553,Export
Invoice to Tech Mahindra Rs 141596,B2B
Legal service under reverse charge Rs 300902,Reverse Charge
Debit note raised for additional tax Rs 40273,Debit Note
Import electronics from Singapore Rs 444870,Import
Cash sale invoice Rs 94936,B2C
Import electronics from USA Rs 150977,Import
Healthcare exempt supply Rs 140912,Exempt Supply
Walk-in customer invoice Rs 304741,B2C
Credit note for cancelled order Rs 108031,Credit Note
GST refund from department Rs 393344,GST Refund
Import machinery from China Rs 351327,Import
Import machinery from Japan Rs 317340,Import
Credit note issued against damaged goods Rs 243662,Credit Note
Debit note raised for additional tax Rs 144709,Debit Note
Debit note for freight charges Rs 308023,Debit Note
Invoice to Wipro Rs 314834,B2B
Raw material imported from UK Rs 405031,Import
Input GST refund Rs 394785,GST Refund
Credit note issued against damaged goods Rs 374104,Credit Note
Credit note for cancelled order Rs 417019,Credit Note
GST refund from department Rs 470537,GST Refund
Advocate service payment Rs 276722,Reverse Charge
Agricultural produce sale Rs 190561,Exempt Supply
Export GST refund Rs 351131,GST Refund
GST refund received Rs 306250,GST Refund
Hospital treatment charges Rs 131561,Exempt Supply
Export GST refund Rs 192392,GST Refund
Legal service under reverse charge Rs 94874,Reverse Charge
GST deposited through bank Rs 458404,GST Payment
GST refund received Rs 293359,GST Refund
Wholesale supply to HCL Rs 351420,B2B
Reverse charge professional service Rs 252644,Reverse Charge
Customer return credit note Rs 27667,Credit Note
IT support service to Australia Rs 378936,Export
Industrial equipment imported from Singapore Rs 306939,Import
Debit note against shortage Rs 490380,Debit Note
Export software service to Singapore Rs 30122,Export
GST refund received Rs 255022,GST Refund
Export software service to South Korea Rs 291653,Export
Export GST refund Rs 454029,GST Refund
Sales return credit note Rs 33778,Credit Note
Supply of goods to Tata Steel Rs 236399,B2B
Legal service under reverse charge Rs 17812,Reverse Charge
Debit note for freight charges Rs 470687,Debit Note
Export of garments to Germany Rs 239108,Export
Debit note raised for additional tax Rs 112602,Debit Note
GST liability payment Rs 408839,GST Payment
GST refund from department Rs 163945,GST Refund
GST deposited through bank Rs 370534,GST Payment
Legal service under reverse charge Rs 337313,Reverse Charge
Monthly GST tax payment Rs 469003,GST Payment
Healthcare exempt supply Rs 267276,Exempt Supply
GST refund from department Rs 283054,GST Refund
Import electronics from South Korea Rs 356973,Import
Healthcare exempt supply Rs 297873,Exempt Supply
Wholesale supply to HCL Rs 216524,B2B
Import electronics from France Rs 492258,Import
Legal service under reverse charge Rs 341995,Reverse Charge
Advocate service payment Rs 495641,Reverse Charge
Export software service to Germany Rs 116235,Export
Director remuneration Rs 246753,Reverse Charge
Agricultural produce sale Rs 271283,Exempt Supply
Input GST refund Rs 80964,GST Refund
Credit note issued against damaged goods Rs 101894,Credit Note
Customer return credit note Rs 257016,Credit Note
Corporate software license for Google Rs 497113,B2B
Healthcare exempt supply Rs 493032,Exempt Supply
International client invoice Australia Rs 85061,Export
GST payment for current month Rs 329751,GST Payment
Credit adjustment invoice Rs 358286,Credit Note
Mobile phone sale bill Rs 243990,B2C
Raw material imported from France Rs 226264,Import
Debit note raised for additional tax Rs 476035,Debit Note
Raw material imported from France Rs 271631,Import
Director remuneration Rs 36813,Reverse Charge
Cash sale invoice Rs 313353,B2C
Hardware purchase from Japan Rs 390931,Import
Hospital treatment charges Rs 414020,Exempt Supply
Hardware purchase from UK Rs 136458,Import
Reverse charge professional service Rs 145516,Reverse Charge
Supply of goods to Deloitte Rs 326240,B2B
Debit note against shortage Rs 477317,Debit Note
Director remuneration Rs 463095,Reverse Charge
Hospital treatment charges Rs 293997,Exempt Supply
Export GST refund Rs 348458,GST Refund
Credit note for cancelled order Rs 94312,Credit Note
Hardware purchase from Canada Rs 214430,Import
Debit note for freight charges Rs 256837,Debit Note
Credit adjustment invoice Rs 28250,Credit Note
Credit note for cancelled order Rs 243183,Credit Note
Mobile phone sale bill Rs 364077,B2C
Refund received under GST Rs 182178,GST Refund
Monthly GST tax payment Rs 424327,GST Payment
Retail customer purchase bill Rs 43171,B2C
Export software service to Australia Rs 425484,Export
Export of garments to USA Rs 96090,Export
Export GST refund Rs 29683,GST Refund
Advocate service payment Rs 37680,Reverse Charge
Invoice to Flipkart Rs 158278,B2B
Credit adjustment invoice Rs 328530,Credit Note
Cash sale invoice Rs 49034,B2C
Retail customer purchase bill Rs 62640,B2C
Export GST refund Rs 197477,GST Refund
GTA transport service Rs 217317,Reverse Charge
GST payment challan Rs 23925,GST Payment
Consumer electronics invoice Rs 74882,B2C
Export of garments to Japan Rs 406908,Export
Legal service under reverse charge Rs 59018,Reverse Charge
Credit adjustment invoice Rs 429550,Credit Note
Monthly GST tax payment Rs 479175,GST Payment
Cash sale invoice Rs 212250,B2C
Consumer electronics invoice Rs 34596,B2C
Industrial equipment imported from USA Rs 177481,Import
Invoice to Reliance Rs 124978,B2B
Educational service invoice Rs 366456,Exempt Supply
GST payment challan Rs 287552,GST Payment
Credit note issued against damaged goods Rs 395292,Credit Note
Debit note against shortage Rs 352661,Debit Note
Export software service to South Korea Rs 28784,Export
Debit note against shortage Rs 141132,Debit Note
Customer return credit note Rs 60657,Credit Note
Mobile phone sale bill Rs 292632,B2C
School tuition fees Rs 36156,Exempt Supply
Credit note for cancelled order Rs 77245,Credit Note
Credit note for cancelled order Rs 313563,Credit Note
Import machinery from Japan Rs 231024,Import
Raw material imported from USA Rs 134367,Import
Healthcare exempt supply Rs 198900,Exempt Supply
Reverse charge professional service Rs 206027,Reverse Charge
GST payment for current month Rs 418969,GST Payment
IT support service to France Rs 490108,Export
GST deposited through bank Rs 168200,GST Payment
Legal service under reverse charge Rs 167669,Reverse Charge
Reverse charge professional service Rs 221905,Reverse Charge
Advocate service payment Rs 329365,Reverse Charge
Invoice to Reliance Rs 358234,B2B
IT support service to Germany Rs 137764,Export
Director remuneration Rs 224072,Reverse Charge
Industrial equipment imported from Japan Rs 270200,Import
Healthcare exempt supply Rs 362666,Exempt Supply
Cash sale invoice Rs 76696,B2C
Import machinery from China Rs 205749,Import
Wholesale supply to ABC Pvt Ltd Rs 336080,B2B
IT support service to South Korea Rs 448292,Export
Export GST refund Rs 153096,GST Refund
Director remuneration Rs 472271,Reverse Charge
Debit note against shortage Rs 37057,Debit Note
School tuition fees Rs 337007,Exempt Supply
Industrial equipment imported from Germany Rs 61922,Import
Supply of goods to Microsoft Rs 154474,B2B
Wholesale supply to Tata Steel Rs 138013,B2B
Debit note for freight charges Rs 262705,Debit Note
Reverse charge professional service Rs 226941,Reverse Charge
GTA transport service Rs 204907,Reverse Charge
Debit note for freight charges Rs 205247,Debit Note
Industrial equipment imported from USA Rs 405120,Import
Sales return credit note Rs 414555,Credit Note
Refund received under GST Rs 495312,GST Refund
Sales return credit note Rs 48214,Credit Note
Walk-in customer invoice Rs 36151,B2C
Debit note for transport expenses Rs 187875,Debit Note
Invoice to Google Rs 373236,B2B
Mobile phone sale bill Rs 158360,B2C
Educational service invoice Rs 156532,Exempt Supply
GST payment challan Rs 398783,GST Payment
Refund received under GST Rs 125865,GST Refund
Invoice to Deloitte Rs 457199,B2B
Industrial equipment imported from USA Rs 122574,Import
Supply of goods to Amazon Rs 284372,B2B
Wholesale supply to Flipkart Rs 219549,B2B
GST deposited through bank Rs 72252,GST Payment
Export of garments to Japan Rs 73118,Export
GST invoice raised on HCL Rs 145618,B2B
GST payment for current month Rs 322334,GST Payment
Hospital treatment charges Rs 32625,Exempt Supply
International client invoice Germany Rs 88105,Export
Wholesale supply to Infosys Rs 226017,B2B
Cash sale invoice Rs 157132,B2C
GST refund received Rs 209950,GST Refund
Retail customer purchase bill Rs 343534,B2C
GST refund from department Rs 105182,GST Refund
Debit note raised for additional tax Rs 343960,Debit Note
Import electronics from USA Rs 438488,Import
Export of garments to Germany Rs 334698,Export
Export of garments to USA Rs 173385,Export
Debit note against shortage Rs 50888,Debit Note
Import electronics from Japan Rs 430910,Import
School tuition fees Rs 327556,Exempt Supply
School tuition fees Rs 338022,Exempt Supply
Import electronics from USA Rs 396188,Import
Export of garments to Australia Rs 15950,Export
Debit note for freight charges Rs 387260,Debit Note
Educational service invoice Rs 378020,Exempt Supply
Consumer electronics invoice Rs 213363,B2C
Educational service invoice Rs 89545,Exempt Supply
Advocate service payment Rs 276303,Reverse Charge
Supplier debit adjustment Rs 314988,Debit Note
Hospital treatment charges Rs 280325,Exempt Supply
Refund received under GST Rs 76012,GST Refund
Debit note against shortage Rs 358373,Debit Note
Agricultural produce sale Rs 42583,Exempt Supply
Corporate software license for HCL Rs 379373,B2B
Legal service under reverse charge Rs 136966,Reverse Charge
Educational service invoice Rs 333595,Exempt Supply
GST payment challan Rs 446595,GST Payment
Refund received under GST Rs 172353,GST Refund
Reverse charge professional service Rs 299082,Reverse Charge
GST refund from department Rs 215245,GST Refund
GST payment challan Rs 216951,GST Payment
IT support service to USA Rs 234733,Export
Agricultural produce sale Rs 127195,Exempt Supply
GST refund from department Rs 309278,GST Refund
Supplier debit adjustment Rs 55767,Debit Note
Import electronics from Australia Rs 17332,Import
Advocate service payment Rs 458220,Reverse Charge
Debit note raised for additional tax Rs 408241,Debit Note
Industrial equipment imported from South Korea Rs 313449,Import
GST refund received Rs 27909,GST Refund
GST payment challan Rs 288007,GST Payment
Reverse charge professional service Rs 59272,Reverse Charge
Supply of goods to Accenture Rs 287382,B2B
Credit adjustment invoice Rs 297595,Credit Note
Debit note against shortage Rs 194287,Debit Note
GST refund from department Rs 49763,GST Refund
Refund received under GST Rs 484359,GST Refund
Mobile phone sale bill Rs 340090,B2C
Consulting invoice to China Rs 172074,Export
Debit note against shortage Rs 200388,Debit Note
GST payment challan Rs 162912,GST Payment
Debit note for transport expenses Rs 223235,Debit Note
Director remuneration Rs 79710,Reverse Charge
Advocate service payment Rs 251376,Reverse Charge
GST payment challan Rs 318933,GST Payment
International client invoice Japan Rs 428989,Export
Invoice to HCL Rs 379086,B2B
Debit note for transport expenses Rs 316015,Debit Note
Legal service under reverse charge Rs 360275,Reverse Charge
Supplier debit adjustment Rs 276021,Debit Note
Export software service to Singapore Rs 80799,Export
Raw material imported from South Korea Rs 380208,Import
Cash sale invoice Rs 237144,B2C
Export of garments to France Rs 192449,Export
