Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Vendor Payment,Not Available,64301,0,2026-06-25,2026-06-25,REF95185,NA,CHQ3108,NA,Missing Entry
Office Rent,Unknown Transaction,75783,151566,2026-06-07,2026-06-07,REF82059,REF82059,CHQ6650,CHQ6650,Suspicious
Customer Receipt,Customer Receipt,86042,86042,2026-06-14,2026-06-14,REF44257,REF44257,CHQ3253,CHQ3253,Duplicate
Software Subscription,Software Subscription,64287,64287,2026-06-20,2026-06-20,REF95910,REF95910,CHQ2978,CHQ2978,Duplicate
Electricity Bill,Unknown Transaction,56178,224712,2026-06-27,2026-06-27,REF22611,REF22611,CHQ6239,CHQ6239,Suspicious
Fuel Expense,Fuel Expense,89900,-89900,2026-06-22,2026-06-22,REF84979,REF84979,CHQ4117,CHQ4117,Reversal Entry
Software Subscription,Unknown Transaction,97791,293373,2026-06-30,2026-06-30,REF56441,REF56441,CHQ4619,CHQ4619,Suspicious
Electricity Bill,Electricity Bill,19795,19795,2026-06-15,2026-06-17,REF46391,REF46391,CHQ8096,CHQ8096,Fuzzy Matched
Professional Fees,Professional Fees,99455,99455,2026-06-26,2026-06-26,REF62762,REF62762,CHQ7281,CHQ7281,Matched
Professional Fees,Professional Fees,33634,-33634,2026-06-01,2026-06-01,REF97738,REF97738,CHQ2705,CHQ2705,Reversal Entry
Customer Receipt,Not Available,45345,0,2026-06-27,2026-06-27,REF75381,NA,CHQ6770,NA,Missing Entry
Customer Receipt,Not Available,62935,0,2026-06-29,2026-06-29,REF31682,NA,CHQ7963,NA,Missing Entry
Customer Receipt,Customer Receipt,57984,57984,2026-06-01,2026-06-01,REF15152,REF15152,CHQ8758,CHQ8758,Duplicate
GST Payment,GST Payment,19088,19088,2026-06-29,2026-06-29,REF55268,REF55268,CHQ1503,CHQ1503,Matched
Professional Fees,Not Available,60190,0,2026-06-08,2026-06-08,REF42389,NA,CHQ5909,NA,Missing Entry
Customer Receipt,Customer Receipt,30215,30215,2026-06-28,2026-06-28,REF45550,REF45550,CHQ9237,CHQ9237,Duplicate
Software Subscription,Unknown Transaction,19417,38834,2026-06-06,2026-06-06,REF58590,REF58590,CHQ1018,CHQ1018,Suspicious
GST Payment,GST Payment,35178,-35178,2026-06-04,2026-06-04,REF73624,REF73624,CHQ4660,CHQ4660,Reversal Entry
Bank Charges,Bank Charges,40366,40366,2026-06-02,2026-06-02,REF30800,REF30800,CHQ8917,CHQ8917,Duplicate
Vendor Payment,Vendor Payment,57727,57727,2026-06-11,2026-06-11,REF82031,REF82031,CHQ9252,CHQ9252,Matched
Customer Receipt,Unknown Transaction,59599,238396,2026-06-14,2026-06-14,REF82542,REF82542,CHQ1937,CHQ1937,Suspicious
Software Subscription,Software Subscription,91251,91242,2026-06-06,2026-06-07,REF28217,REF28217,CHQ1363,CHQ1363,Fuzzy Matched
Software Subscription,Software Subscription,62014,62014,2026-06-01,2026-06-01,REF87521,REF87521,CHQ8884,CHQ8884,Duplicate
Bank Charges,Not Available,37885,0,2026-06-26,2026-06-26,REF98793,NA,CHQ8015,NA,Missing Entry
Customer Receipt,Customer Receipt,95836,95836,2026-06-25,2026-06-25,REF99287,REF99287,CHQ5533,CHQ5533,Duplicate
Software Subscription,Not Available,32925,0,2026-06-10,2026-06-10,REF73353,NA,CHQ4528,NA,Missing Entry
Fuel Expense,Fuel Expense,85072,85072,2026-06-16,2026-06-16,REF49973,REF49973,CHQ5401,CHQ5401,Matched
GST Payment,GST Payment,52737,-52737,2026-06-07,2026-06-07,REF40341,REF40341,CHQ2786,CHQ2786,Reversal Entry
Salary Payment,Salary Payment,51244,51240,2026-06-02,2026-06-05,REF66661,REF66661,CHQ3314,CHQ3314,Fuzzy Matched
Bank Charges,Not Available,10627,0,2026-06-21,2026-06-21,REF69310,NA,CHQ4541,NA,Missing Entry
Bank Charges,Bank Charges,38282,38282,2026-06-30,2026-06-30,REF26077,REF26077,CHQ2262,CHQ2262,Matched
Salary Payment,Unknown Transaction,88248,441240,2026-07-01,2026-07-01,REF21658,REF21658,CHQ4448,CHQ4448,Suspicious
Fuel Expense,Fuel Expense,28537,28537,2026-06-28,2026-06-28,REF51761,REF51761,CHQ7043,CHQ7043,Duplicate
Bank Charges,Unknown Transaction,34533,172665,2026-06-09,2026-06-09,REF55377,REF55377,CHQ5864,CHQ5864,Suspicious
Electricity Bill,Unknown Transaction,61742,185226,2026-06-10,2026-06-10,REF41469,REF41469,CHQ7853,CHQ7853,Suspicious
Software Subscription,Unknown Transaction,32449,64898,2026-06-17,2026-06-17,REF63904,REF63904,CHQ6318,CHQ6318,Suspicious
Fuel Expense,Fuel Expense,21220,21220,2026-06-05,2026-06-05,REF48864,REF48864,CHQ7202,CHQ7202,Matched
Vendor Payment,Unknown Transaction,39708,198540,2026-06-16,2026-06-16,REF12551,REF12551,CHQ1686,CHQ1686,Suspicious
Bank Charges,Bank Charges,30717,30714,2026-06-01,2026-06-03,REF10908,REF10908,CHQ2729,CHQ2729,Fuzzy Matched
Bank Charges,Bank Charges,99906,-99906,2026-06-30,2026-06-30,REF17586,REF17586,CHQ4827,CHQ4827,Reversal Entry
Electricity Bill,Electricity Bill,39620,-39620,2026-06-18,2026-06-18,REF49782,REF49782,CHQ8059,CHQ8059,Reversal Entry
Electricity Bill,Electricity Bill,87034,87032,2026-06-26,2026-06-27,REF86346,REF86346,CHQ2940,CHQ2940,Fuzzy Matched
Bank Charges,Unknown Transaction,97060,291180,2026-06-15,2026-06-15,REF28576,REF28576,CHQ2173,CHQ2173,Suspicious
Office Rent,Office Rent,57360,57360,2026-06-18,2026-06-18,REF35976,REF35976,CHQ2322,CHQ2322,Duplicate
Bank Charges,Unknown Transaction,92868,278604,2026-06-12,2026-06-12,REF47199,REF47199,CHQ9037,CHQ9037,Suspicious
Professional Fees,Professional Fees,59885,59885,2026-06-08,2026-06-08,REF14642,REF14642,CHQ5936,CHQ5936,Duplicate
Vendor Payment,Vendor Payment,62901,62901,2026-06-26,2026-06-26,REF16390,REF16390,CHQ7262,CHQ7262,Matched
Bank Charges,Bank Charges,82124,82124,2026-06-05,2026-06-05,REF34122,REF34122,CHQ4018,CHQ4018,Duplicate
GST Payment,Not Available,75308,0,2026-06-30,2026-06-30,REF69208,NA,CHQ3788,NA,Missing Entry
Office Rent,Not Available,18238,0,2026-06-10,2026-06-10,REF56354,NA,CHQ7220,NA,Missing Entry
Salary Payment,Salary Payment,67588,67588,2026-06-30,2026-06-30,REF70121,REF70121,CHQ4341,CHQ4341,Duplicate
Vendor Payment,Vendor Payment,19445,19445,2026-06-15,2026-06-15,REF14021,REF14021,CHQ6689,CHQ6689,Duplicate
GST Payment,GST Payment,6805,6805,2026-06-30,2026-06-30,REF31561,REF31561,CHQ7779,CHQ7779,Matched
Software Subscription,Software Subscription,85588,-85588,2026-06-08,2026-06-08,REF84031,REF84031,CHQ8149,CHQ8149,Reversal Entry
Professional Fees,Professional Fees,39931,39931,2026-06-30,2026-06-30,REF29087,REF29087,CHQ7984,CHQ7984,Matched
GST Payment,Not Available,96582,0,2026-06-10,2026-06-10,REF88360,NA,CHQ8251,NA,Missing Entry
Professional Fees,Not Available,67284,0,2026-06-25,2026-06-25,REF18746,NA,CHQ1525,NA,Missing Entry
Fuel Expense,Not Available,65983,0,2026-06-11,2026-06-11,REF52849,NA,CHQ8362,NA,Missing Entry
GST Payment,Unknown Transaction,63253,253012,2026-06-22,2026-06-22,REF58813,REF58813,CHQ3561,CHQ3561,Suspicious
Salary Payment,Salary Payment,47135,47135,2026-06-01,2026-06-01,REF51802,REF51802,CHQ2141,CHQ2141,Matched
Vendor Payment,Vendor Payment,1454,1454,2026-06-25,2026-06-25,REF60879,REF60879,CHQ6666,CHQ6666,Matched
Professional Fees,Professional Fees,55051,55051,2026-06-06,2026-06-09,REF64879,REF64879,CHQ7121,CHQ7121,Fuzzy Matched
Electricity Bill,Electricity Bill,21405,21405,2026-06-13,2026-06-13,REF75161,REF75161,CHQ1344,CHQ1344,Matched
Bank Charges,Not Available,80322,0,2026-06-24,2026-06-24,REF76546,NA,CHQ7436,NA,Missing Entry
Bank Charges,Not Available,64154,0,2026-06-28,2026-06-28,REF37549,NA,CHQ7893,NA,Missing Entry
Vendor Payment,Unknown Transaction,37154,111462,2026-06-22,2026-06-22,REF58160,REF58160,CHQ4563,CHQ4563,Suspicious
Electricity Bill,Unknown Transaction,80950,242850,2026-06-19,2026-06-19,REF46046,REF46046,CHQ1213,CHQ1213,Suspicious
Fuel Expense,Not Available,52233,0,2026-06-07,2026-06-07,REF57128,NA,CHQ6192,NA,Missing Entry
Office Rent,Unknown Transaction,43889,219445,2026-06-03,2026-06-03,REF61954,REF61954,CHQ5694,CHQ5694,Suspicious
GST Payment,GST Payment,73970,73970,2026-06-25,2026-06-25,REF37504,REF37504,CHQ3487,CHQ3487,Matched
Professional Fees,Unknown Transaction,86735,346940,2026-06-14,2026-06-14,REF77706,REF77706,CHQ9929,CHQ9929,Suspicious
Vendor Payment,Vendor Payment,31844,31851,2026-06-25,2026-06-27,REF57548,REF57548,CHQ9215,CHQ9215,Fuzzy Matched
Professional Fees,Not Available,61480,0,2026-06-24,2026-06-24,REF15563,NA,CHQ5345,NA,Missing Entry
Software Subscription,Unknown Transaction,25335,126675,2026-06-11,2026-06-11,REF37092,REF37092,CHQ9792,CHQ9792,Suspicious
Software Subscription,Not Available,57888,0,2026-06-30,2026-06-30,REF79993,NA,CHQ3123,NA,Missing Entry
Professional Fees,Professional Fees,27511,27511,2026-06-23,2026-06-23,REF41182,REF41182,CHQ6553,CHQ6553,Duplicate
Vendor Payment,Not Available,52340,0,2026-06-30,2026-06-30,REF67249,NA,CHQ5626,NA,Missing Entry
Software Subscription,Unknown Transaction,80482,402410,2026-06-07,2026-06-07,REF83567,REF83567,CHQ2200,CHQ2200,Suspicious
Fuel Expense,Fuel Expense,25943,25935,2026-06-03,2026-06-04,REF60040,REF60040,CHQ8161,CHQ8161,Fuzzy Matched
Fuel Expense,Fuel Expense,14853,14853,2026-06-04,2026-06-04,REF10161,REF10161,CHQ2422,CHQ2422,Matched
Electricity Bill,Unknown Transaction,98553,295659,2026-06-13,2026-06-13,REF13904,REF13904,CHQ1603,CHQ1603,Suspicious
Professional Fees,Not Available,85226,0,2026-06-29,2026-06-29,REF30648,NA,CHQ8523,NA,Missing Entry
Office Rent,Unknown Transaction,7002,14004,2026-06-05,2026-06-05,REF53665,REF53665,CHQ4089,CHQ4089,Suspicious
Electricity Bill,Not Available,4918,0,2026-06-22,2026-06-22,REF18297,NA,CHQ1268,NA,Missing Entry
Electricity Bill,Electricity Bill,72171,72180,2026-06-09,2026-06-10,REF20170,REF20170,CHQ8492,CHQ8492,Fuzzy Matched
GST Payment,Not Available,27431,0,2026-06-22,2026-06-22,REF92586,NA,CHQ9413,NA,Missing Entry
Professional Fees,Professional Fees,85174,85174,2026-06-15,2026-06-15,REF48699,REF48699,CHQ6613,CHQ6613,Matched
Vendor Payment,Vendor Payment,77203,77204,2026-06-12,2026-06-13,REF94489,REF94489,CHQ5553,CHQ5553,Fuzzy Matched
Vendor Payment,Vendor Payment,73244,73245,2026-06-16,2026-06-19,REF48833,REF48833,CHQ1731,CHQ1731,Fuzzy Matched
Electricity Bill,Electricity Bill,87907,-87907,2026-06-10,2026-06-10,REF36213,REF36213,CHQ9790,CHQ9790,Reversal Entry
GST Payment,GST Payment,68766,-68766,2026-06-08,2026-06-08,REF73296,REF73296,CHQ9840,CHQ9840,Reversal Entry
GST Payment,GST Payment,16232,16241,2026-06-11,2026-06-13,REF10167,REF10167,CHQ6902,CHQ6902,Fuzzy Matched
Vendor Payment,Vendor Payment,44059,-44059,2026-06-17,2026-06-17,REF84724,REF84724,CHQ3351,CHQ3351,Reversal Entry
Salary Payment,Salary Payment,85534,-85534,2026-06-02,2026-06-02,REF31542,REF31542,CHQ7981,CHQ7981,Reversal Entry
Vendor Payment,Vendor Payment,85622,85622,2026-06-08,2026-06-08,REF56164,REF56164,CHQ5061,CHQ5061,Matched
Customer Receipt,Customer Receipt,33720,33728,2026-06-28,2026-06-30,REF32579,REF32579,CHQ5059,CHQ5059,Fuzzy Matched
Customer Receipt,Customer Receipt,96016,96019,2026-06-04,2026-06-06,REF44223,REF44223,CHQ4627,CHQ4627,Fuzzy Matched
Office Rent,Office Rent,95520,95520,2026-06-30,2026-06-30,REF64348,REF64348,CHQ3292,CHQ3292,Duplicate
Electricity Bill,Electricity Bill,74978,74978,2026-06-08,2026-06-08,REF75746,REF75746,CHQ5473,CHQ5473,Matched
Customer Receipt,Customer Receipt,63400,63400,2026-06-12,2026-06-12,REF45747,REF45747,CHQ3272,CHQ3272,Matched
Fuel Expense,Fuel Expense,16864,16864,2026-06-23,2026-06-23,REF33259,REF33259,CHQ4137,CHQ4137,Matched
Professional Fees,Not Available,95306,0,2026-06-12,2026-06-12,REF75826,NA,CHQ1467,NA,Missing Entry
Fuel Expense,Fuel Expense,57353,57353,2026-06-22,2026-06-22,REF51368,REF51368,CHQ3197,CHQ3197,Matched
Salary Payment,Not Available,67530,0,2026-06-19,2026-06-19,REF16974,NA,CHQ4289,NA,Missing Entry
Customer Receipt,Customer Receipt,17249,-17249,2026-06-19,2026-06-19,REF12311,REF12311,CHQ6264,CHQ6264,Reversal Entry
Salary Payment,Salary Payment,36048,36048,2026-06-09,2026-06-09,REF10247,REF10247,CHQ6534,CHQ6534,Duplicate
Office Rent,Not Available,51465,0,2026-06-16,2026-06-16,REF78312,NA,CHQ8717,NA,Missing Entry
Bank Charges,Bank Charges,16277,16277,2026-06-11,2026-06-11,REF31995,REF31995,CHQ1100,CHQ1100,Matched
Customer Receipt,Customer Receipt,98426,98423,2026-06-26,2026-06-27,REF35042,REF35042,CHQ5926,CHQ5926,Fuzzy Matched
Customer Receipt,Customer Receipt,58136,58131,2026-06-24,2026-06-25,REF12628,REF12628,CHQ8402,CHQ8402,Fuzzy Matched
Professional Fees,Professional Fees,38350,38350,2026-06-08,2026-06-08,REF14739,REF14739,CHQ6603,CHQ6603,Matched
GST Payment,GST Payment,53558,-53558,2026-06-17,2026-06-17,REF84538,REF84538,CHQ9460,CHQ9460,Reversal Entry
GST Payment,GST Payment,64654,64654,2026-06-23,2026-06-23,REF42543,REF42543,CHQ2875,CHQ2875,Matched
Office Rent,Office Rent,98294,98294,2026-06-27,2026-06-27,REF15237,REF15237,CHQ4050,CHQ4050,Matched
Electricity Bill,Unknown Transaction,98125,294375,2026-06-04,2026-06-04,REF86463,REF86463,CHQ1751,CHQ1751,Suspicious
Bank Charges,Not Available,61130,0,2026-06-21,2026-06-21,REF67960,NA,CHQ1879,NA,Missing Entry
Fuel Expense,Fuel Expense,52179,52179,2026-06-21,2026-06-21,REF81086,REF81086,CHQ2234,CHQ2234,Duplicate
Software Subscription,Software Subscription,71791,71800,2026-06-02,2026-06-03,REF53147,REF53147,CHQ7982,CHQ7982,Fuzzy Matched
Fuel Expense,Not Available,73424,0,2026-06-06,2026-06-06,REF90709,NA,CHQ8498,NA,Missing Entry
Professional Fees,Professional Fees,92116,-92116,2026-06-26,2026-06-26,REF84166,REF84166,CHQ6980,CHQ6980,Reversal Entry
Fuel Expense,Unknown Transaction,90156,450780,2026-06-28,2026-06-28,REF14063,REF14063,CHQ6442,CHQ6442,Suspicious
Salary Payment,Unknown Transaction,53588,107176,2026-06-29,2026-06-29,REF22512,REF22512,CHQ7248,CHQ7248,Suspicious
Professional Fees,Professional Fees,53498,53498,2026-06-30,2026-06-30,REF44684,REF44684,CHQ5580,CHQ5580,Duplicate
Software Subscription,Not Available,85046,0,2026-06-02,2026-06-02,REF75796,NA,CHQ7519,NA,Missing Entry
Vendor Payment,Vendor Payment,85154,85154,2026-06-13,2026-06-13,REF56154,REF56154,CHQ8841,CHQ8841,Matched
Software Subscription,Software Subscription,12544,12544,2026-06-16,2026-06-16,REF82523,REF82523,CHQ2060,CHQ2060,Matched
Salary Payment,Salary Payment,39743,-39743,2026-06-03,2026-06-03,REF65134,REF65134,CHQ5660,CHQ5660,Reversal Entry
Software Subscription,Software Subscription,90920,90913,2026-06-22,2026-06-25,REF45065,REF45065,CHQ5523,CHQ5523,Fuzzy Matched
Vendor Payment,Unknown Transaction,78720,236160,2026-06-11,2026-06-11,REF44100,REF44100,CHQ2044,CHQ2044,Suspicious
Salary Payment,Not Available,91582,0,2026-06-07,2026-06-07,REF33215,NA,CHQ4985,NA,Missing Entry
Bank Charges,Bank Charges,24033,-24033,2026-06-21,2026-06-21,REF10806,REF10806,CHQ4573,CHQ4573,Reversal Entry
Fuel Expense,Fuel Expense,75743,-75743,2026-06-06,2026-06-06,REF56698,REF56698,CHQ6175,CHQ6175,Reversal Entry
Professional Fees,Not Available,63346,0,2026-06-15,2026-06-15,REF15662,NA,CHQ5945,NA,Missing Entry
Vendor Payment,Vendor Payment,45839,45839,2026-06-04,2026-06-04,REF44741,REF44741,CHQ3209,CHQ3209,Duplicate
Bank Charges,Bank Charges,46161,-46161,2026-06-21,2026-06-21,REF70012,REF70012,CHQ7660,CHQ7660,Reversal Entry
GST Payment,Not Available,27885,0,2026-06-23,2026-06-23,REF36638,NA,CHQ4305,NA,Missing Entry
Vendor Payment,Vendor Payment,22829,22829,2026-06-01,2026-06-01,REF27310,REF27310,CHQ3994,CHQ3994,Matched
Professional Fees,Professional Fees,13771,13771,2026-06-06,2026-06-06,REF57339,REF57339,CHQ3453,CHQ3453,Matched
Fuel Expense,Fuel Expense,27955,-27955,2026-06-16,2026-06-16,REF96201,REF96201,CHQ3005,CHQ3005,Reversal Entry
Electricity Bill,Unknown Transaction,83530,250590,2026-06-16,2026-06-16,REF68942,REF68942,CHQ8191,CHQ8191,Suspicious
Bank Charges,Bank Charges,29803,29803,2026-06-16,2026-06-16,REF77007,REF77007,CHQ9525,CHQ9525,Duplicate
Professional Fees,Unknown Transaction,34057,170285,2026-06-18,2026-06-18,REF57641,REF57641,CHQ8576,CHQ8576,Suspicious
GST Payment,GST Payment,1784,1784,2026-06-28,2026-06-28,REF16916,REF16916,CHQ2635,CHQ2635,Matched
Electricity Bill,Electricity Bill,61282,61282,2026-06-14,2026-06-17,REF57730,REF57730,CHQ2582,CHQ2582,Fuzzy Matched
GST Payment,GST Payment,45632,45640,2026-06-10,2026-06-11,REF30266,REF30266,CHQ3452,CHQ3452,Fuzzy Matched
Professional Fees,Professional Fees,31430,31430,2026-06-17,2026-06-17,REF89440,REF89440,CHQ1049,CHQ1049,Duplicate
Vendor Payment,Vendor Payment,44126,44129,2026-06-29,2026-06-30,REF75105,REF75105,CHQ5565,CHQ5565,Fuzzy Matched
Bank Charges,Bank Charges,27115,27115,2026-07-01,2026-07-01,REF21065,REF21065,CHQ6344,CHQ6344,Matched
Salary Payment,Salary Payment,47286,47286,2026-06-12,2026-06-12,REF87373,REF87373,CHQ7545,CHQ7545,Duplicate
Bank Charges,Bank Charges,49551,49551,2026-06-03,2026-06-03,REF38031,REF38031,CHQ2470,CHQ2470,Matched
Fuel Expense,Not Available,75292,0,2026-06-18,2026-06-18,REF91199,NA,CHQ5058,NA,Missing Entry
Bank Charges,Bank Charges,11746,11740,2026-06-16,2026-06-18,REF43777,REF43777,CHQ4354,CHQ4354,Fuzzy Matched
Vendor Payment,Not Available,60889,0,2026-06-17,2026-06-17,REF50654,NA,CHQ6071,NA,Missing Entry
Vendor Payment,Vendor Payment,53776,-53776,2026-06-05,2026-06-05,REF88226,REF88226,CHQ8177,CHQ8177,Reversal Entry
Salary Payment,Unknown Transaction,8649,25947,2026-06-27,2026-06-27,REF54746,REF54746,CHQ7340,CHQ7340,Suspicious
Electricity Bill,Electricity Bill,26367,-26367,2026-06-20,2026-06-20,REF86043,REF86043,CHQ9224,CHQ9224,Reversal Entry
Electricity Bill,Unknown Transaction,58583,117166,2026-06-12,2026-06-12,REF96481,REF96481,CHQ1050,CHQ1050,Suspicious
Professional Fees,Professional Fees,28212,28212,2026-06-11,2026-06-11,REF14477,REF14477,CHQ3637,CHQ3637,Duplicate
Office Rent,Office Rent,77520,77520,2026-06-25,2026-06-25,REF52248,REF52248,CHQ7090,CHQ7090,Matched
GST Payment,Unknown Transaction,81826,245478,2026-06-04,2026-06-04,REF74118,REF74118,CHQ2536,CHQ2536,Suspicious
Salary Payment,Salary Payment,32839,-32839,2026-06-15,2026-06-15,REF16015,REF16015,CHQ1756,CHQ1756,Reversal Entry
Bank Charges,Not Available,1238,0,2026-06-02,2026-06-02,REF52100,NA,CHQ4289,NA,Missing Entry
Fuel Expense,Fuel Expense,80643,80643,2026-06-14,2026-06-14,REF20959,REF20959,CHQ3420,CHQ3420,Duplicate
Electricity Bill,Electricity Bill,15899,15899,2026-06-19,2026-06-19,REF68417,REF68417,CHQ1222,CHQ1222,Duplicate
Software Subscription,Not Available,57174,0,2026-06-23,2026-06-23,REF81170,NA,CHQ9774,NA,Missing Entry
Software Subscription,Software Subscription,17209,17209,2026-07-01,2026-07-01,REF28877,REF28877,CHQ6415,CHQ6415,Matched
Customer Receipt,Not Available,13421,0,2026-06-25,2026-06-25,REF67576,NA,CHQ7842,NA,Missing Entry
Salary Payment,Unknown Transaction,71582,357910,2026-06-06,2026-06-06,REF57086,REF57086,CHQ2928,CHQ2928,Suspicious
Salary Payment,Unknown Transaction,74039,370195,2026-06-19,2026-06-19,REF36836,REF36836,CHQ4832,CHQ4832,Suspicious
Professional Fees,Professional Fees,5310,-5310,2026-06-02,2026-06-02,REF85917,REF85917,CHQ6616,CHQ6616,Reversal Entry
Salary Payment,Salary Payment,72133,72133,2026-06-30,2026-06-30,REF48464,REF48464,CHQ9578,CHQ9578,Matched
Fuel Expense,Unknown Transaction,31915,127660,2026-06-07,2026-06-07,REF86406,REF86406,CHQ3246,CHQ3246,Suspicious
Customer Receipt,Unknown Transaction,73905,221715,2026-06-18,2026-06-18,REF79484,REF79484,CHQ3690,CHQ3690,Suspicious
Software Subscription,Unknown Transaction,16649,33298,2026-06-10,2026-06-10,REF78413,REF78413,CHQ8169,CHQ8169,Suspicious
Office Rent,Not Available,65965,0,2026-06-22,2026-06-22,REF93836,NA,CHQ3023,NA,Missing Entry
Fuel Expense,Fuel Expense,23115,-23115,2026-06-25,2026-06-25,REF66234,REF66234,CHQ4057,CHQ4057,Reversal Entry
Software Subscription,Software Subscription,89457,-89457,2026-06-27,2026-06-27,REF15295,REF15295,CHQ9368,CHQ9368,Reversal Entry
GST Payment,GST Payment,36148,-36148,2026-06-28,2026-06-28,REF35081,REF35081,CHQ9918,CHQ9918,Reversal Entry
Electricity Bill,Electricity Bill,7883,7883,2026-06-10,2026-06-10,REF49433,REF49433,CHQ2021,CHQ2021,Duplicate
Bank Charges,Bank Charges,39976,39976,2026-06-27,2026-06-27,REF19947,REF19947,CHQ5346,CHQ5346,Duplicate
Vendor Payment,Vendor Payment,59290,59290,2026-06-06,2026-06-06,REF59933,REF59933,CHQ7943,CHQ7943,Matched
Customer Receipt,Customer Receipt,22585,22585,2026-06-02,2026-06-02,REF34383,REF34383,CHQ6958,CHQ6958,Matched
Bank Charges,Bank Charges,98789,98789,2026-06-23,2026-06-23,REF30046,REF30046,CHQ5939,CHQ5939,Matched
Software Subscription,Software Subscription,79767,79767,2026-06-12,2026-06-12,REF68278,REF68278,CHQ9886,CHQ9886,Duplicate
Professional Fees,Unknown Transaction,64772,259088,2026-06-10,2026-06-10,REF19357,REF19357,CHQ3590,CHQ3590,Suspicious
Vendor Payment,Vendor Payment,4030,4030,2026-06-16,2026-06-16,REF59733,REF59733,CHQ9675,CHQ9675,Matched
Fuel Expense,Fuel Expense,12426,12426,2026-06-30,2026-06-30,REF18270,REF18270,CHQ4052,CHQ4052,Matched
Office Rent,Office Rent,65717,65712,2026-06-06,2026-06-08,REF48571,REF48571,CHQ7822,CHQ7822,Fuzzy Matched
Customer Receipt,Customer Receipt,9555,9555,2026-06-28,2026-06-28,REF44429,REF44429,CHQ2124,CHQ2124,Duplicate
GST Payment,Not Available,12200,0,2026-06-27,2026-06-27,REF15792,NA,CHQ1062,NA,Missing Entry
GST Payment,Unknown Transaction,31526,63052,2026-06-03,2026-06-03,REF83505,REF83505,CHQ8571,CHQ8571,Suspicious
Bank Charges,Bank Charges,14065,14065,2026-06-01,2026-06-01,REF45094,REF45094,CHQ8795,CHQ8795,Matched
Fuel Expense,Unknown Transaction,7495,37475,2026-06-13,2026-06-13,REF98603,REF98603,CHQ9356,CHQ9356,Suspicious
Software Subscription,Unknown Transaction,70936,283744,2026-06-24,2026-06-24,REF51120,REF51120,CHQ3082,CHQ3082,Suspicious
Bank Charges,Bank Charges,11150,11150,2026-06-18,2026-06-18,REF39397,REF39397,CHQ6542,CHQ6542,Duplicate
Bank Charges,Unknown Transaction,93673,187346,2026-07-01,2026-07-01,REF35952,REF35952,CHQ9601,CHQ9601,Suspicious
GST Payment,Not Available,50251,0,2026-06-07,2026-06-07,REF73907,NA,CHQ5996,NA,Missing Entry
