Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Electricity Bill,Electricity Payment,229685,229685,2026-04-06,2026-04-06,REF700795,REF700795,NA,NA,Matched
Advertising Expense,Marketing Expense,187217,187217,2026-03-27,2026-03-27,REF664269,REF664269,CHQ1090,CHQ1090,Matched
Loan EMI,EMI Debit,336078,336078,2026-04-17,2026-04-17,REF439079,REF439079,CHQ1962,CHQ1962,Matched
Insurance Premium,Insurance Debit,159202,159202,2026-05-12,2026-05-12,REF143153,REF143153,CHQ5373,CHQ5373,Matched
Vendor Payment,Vendor Transfer,204740,204740,2026-01-05,2026-01-05,REF263482,REF263482,CHQ6051,CHQ6051,Matched
Software Subscription,Software Auto Debit,484050,484050,2026-05-19,2026-05-19,REF120977,REF111303,NA,NA,Reference Mismatch
GST Payment,GST Challan,123372,123372,2026-02-04,2026-02-04,REF610028,REF610028,CHQ3895,CHQ3895,Matched
Loan EMI,EMI Debit,275373,275373,2026-05-10,2026-05-27,REF385627,REF385627,CHQ5817,CHQ5817,Date Difference
Professional Fees,Consultancy Payment,466762,466762,2026-05-23,2026-05-23,REF170922,REF170922,CHQ8413,CHQ8413,Matched
Professional Fees,Consultancy Payment,76660,76660,2026-05-19,2026-05-19,REF691314,REF691314,CHQ1987,CHQ1987,Unmatched
Advertising Expense,Marketing Expense,281294,281294,2026-02-20,2026-02-20,REF967454,REF967454,CHQ4591,CHQ4591,Probable Match
Software Subscription,Software Auto Debit,358919,358919,2026-04-05,2026-04-19,REF474916,REF474916,NA,NA,Date Difference
Travel Expense,Travel Reimbursement,434884,434884,2026-02-21,2026-02-21,REF262452,REF262452,CHQ9552,CHQ9552,Matched
Insurance Premium,Insurance Debit,218067,218067,2026-05-04,2026-05-04,REF285867,REF285867,NA,NA,Matched
Insurance Premium,Insurance Debit,384886,384886,2026-05-23,2026-06-01,REF597973,REF597973,CHQ3215,CHQ3215,Date Difference
Loan EMI,EMI Debit,446990,446990,2026-06-21,2026-06-21,REF881051,REF881051,NA,NA,Matched
Internet Expense,Internet Payment,269517,269517,2026-04-16,2026-04-16,REF359726,REF359726,NA,NA,Matched
Software Subscription,Software Auto Debit,458252,458252,2026-03-30,2026-04-04,REF794193,REF794193,CHQ7316,CHQ7316,Date Difference
Salary Payment,NEFT Salary Transfer,146690,146690,2026-06-13,2026-06-13,REF156809,REF156809,CHQ6891,CHQ6891,Probable Match
Loan EMI,EMI Debit,347350,347350,2026-06-06,2026-06-06,REF876769,REF876769,NA,NA,Matched
Vendor Payment,Vendor Transfer,494878,494878,2026-01-03,2026-01-03,REF823869,REF823869,CHQ9913,CHQ9913,Matched
Vendor Payment,Vendor Transfer,148578,148578,2026-01-06,2026-01-06,REF457572,REF457572,CHQ5805,CHQ5805,Matched
Internet Expense,Internet Payment,262299,262299,2026-05-19,2026-05-19,REF463740,REF463740,CHQ2443,CHQ2443,Matched
Software Subscription,Software Auto Debit,199114,199114,2026-01-27,2026-01-27,REF591042,REF591042,CHQ5979,CHQ5979,Matched
Advertising Expense,Marketing Expense,182676,182676,2026-02-01,2026-02-01,REF614903,REF614903,CHQ4095,CHQ4095,Matched
Travel Expense,Travel Reimbursement,200129,200129,2026-02-05,2026-02-05,REF700655,REF700655,NA,NA,Matched
Office Rent,Rent Transfer,368083,370010,2026-02-06,2026-02-06,REF951264,REF951264,CHQ7137,CHQ7137,Amount Mismatch
Office Rent,Rent Transfer,457268,457268,2026-04-06,2026-04-06,REF103630,REF103630,CHQ3176,CHQ3176,Matched
Office Rent,Rent Transfer,312201,312201,2026-05-12,2026-05-12,REF844159,REF844159,CHQ3771,CHQ3771,Matched
Bank Charges,Bank Service Charge,14100,14100,2026-06-16,2026-06-16,REF856726,REF856726,CHQ9760,CHQ9760,Probable Match
GST Payment,GST Challan,123042,123042,2026-05-04,2026-05-04,REF597635,REF597635,NA,NA,Matched
Fuel Expense,Fuel Card Payment,269027,269027,2026-05-21,2026-05-21,REF829961,REF943310,CHQ5913,CHQ5913,Reference Mismatch
Loan EMI,EMI Debit,93667,93667,2026-03-29,2026-03-29,REF806198,REF806198,CHQ4304,CHQ4304,Matched
Software Subscription,Software Auto Debit,63878,63878,2026-04-02,2026-04-02,REF971631,REF971631,CHQ3442,CHQ3442,Unmatched
Electricity Bill,Electricity Payment,10461,10461,2026-04-05,2026-04-19,REF388157,REF388157,CHQ5051,CHQ5051,Date Difference
Salary Payment,NEFT Salary Transfer,131019,131019,2026-04-14,2026-04-25,REF339545,REF339545,CHQ6343,CHQ6343,Date Difference
Office Rent,Rent Transfer,105269,105269,2026-04-24,2026-04-24,REF781919,REF781919,CHQ1375,CHQ1375,Matched
Bank Charges,Bank Service Charge,329102,329102,2026-03-25,2026-04-07,REF483533,REF483533,CHQ3405,CHQ3405,Date Difference
Travel Expense,Travel Reimbursement,220080,220080,2026-04-23,2026-04-23,REF654398,REF654398,NA,NA,Matched
Vendor Payment,Vendor Transfer,94269,94269,2026-06-25,2026-06-25,REF980463,REF980463,NA,NA,Matched
Customer Receipt,Customer Credit,321616,321616,2026-06-28,2026-06-28,REF876652,REF876652,CHQ3043,CHQ3043,Probable Match
Fuel Expense,Fuel Card Payment,339987,339987,2026-02-09,2026-02-09,REF793649,REF793649,NA,NA,Matched
GST Payment,GST Challan,375610,375610,2026-01-14,2026-01-14,REF615725,REF615725,CHQ2845,CHQ2845,Matched
Bank Charges,Bank Service Charge,390956,390956,2026-01-15,2026-01-15,REF624817,REF624817,NA,NA,Matched
Professional Fees,Consultancy Payment,1915,1915,2026-06-25,2026-06-25,REF840590,REF840590,NA,NA,Probable Match
Customer Receipt,Customer Credit,197764,197764,2026-01-29,2026-01-29,REF105142,REF105142,NA,NA,Matched
Vendor Payment,Vendor Transfer,222169,222169,2026-04-22,2026-04-22,REF274142,REF274142,NA,NA,Unmatched
Internet Expense,Internet Payment,110548,110548,2026-03-17,2026-03-17,REF705840,REF705840,NA,NA,Matched
GST Payment,GST Challan,348987,348987,2026-02-12,2026-02-12,REF988722,REF988722,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,190700,190700,2026-01-31,2026-01-31,REF535816,REF535816,CHQ6487,CHQ6487,Matched
Bank Charges,Bank Service Charge,36683,36683,2026-01-03,2026-01-03,REF448084,REF448084,CHQ3971,CHQ3971,Matched
Vendor Payment,Vendor Transfer,366577,366577,2026-02-24,2026-02-24,REF765581,REF765581,CHQ2789,CHQ2789,Matched
Insurance Premium,Insurance Debit,302236,302236,2026-01-21,2026-01-21,REF824381,REF824381,NA,CHQ2322,Cheque Mismatch
Salary Payment,NEFT Salary Transfer,269964,269964,2026-06-17,2026-06-17,REF730314,REF730314,CHQ2603,CHQ2603,Matched
GST Payment,GST Challan,454978,454978,2026-06-26,2026-06-26,REF973595,REF973595,CHQ1675,CHQ1675,Matched
Travel Expense,Travel Reimbursement,269000,269000,2026-05-15,2026-05-25,REF281262,REF281262,NA,NA,Date Difference
Customer Receipt,Customer Credit,222332,222332,2026-03-19,2026-03-19,REF797446,REF797446,CHQ8907,CHQ8907,Matched
Internet Expense,Internet Payment,312022,312022,2026-02-08,2026-02-08,REF196772,REF196772,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,235912,235912,2026-02-17,2026-02-17,REF154966,REF154966,CHQ1465,CHQ1465,Matched
Bank Charges,Bank Service Charge,34824,34824,2026-02-06,2026-02-06,REF843267,REF843267,NA,NA,Matched
Advertising Expense,Marketing Expense,376008,376008,2026-06-08,2026-06-08,REF637683,REF637683,NA,NA,Probable Match
Salary Payment,NEFT Salary Transfer,493651,493651,2026-06-19,2026-06-19,REF671621,REF671621,NA,NA,Matched
Bank Charges,Bank Service Charge,144745,144745,2026-05-10,2026-05-10,REF789284,REF789284,CHQ6580,CHQ6580,Matched
Loan EMI,EMI Debit,59759,59759,2026-04-26,2026-04-26,REF128726,REF128726,CHQ9504,CHQ9504,Matched
Travel Expense,Travel Reimbursement,199913,199913,2026-03-16,2026-03-16,REF186112,REF186112,NA,NA,Matched
Internet Expense,Internet Payment,354568,354568,2026-06-05,2026-06-05,REF769348,REF769348,CHQ3996,CHQ3996,Matched
Customer Receipt,Customer Credit,274241,274241,2026-04-15,2026-04-15,REF925698,REF597403,NA,NA,Reference Mismatch
Office Rent,Rent Transfer,313859,313859,2026-02-14,2026-02-14,REF397352,REF397352,CHQ9291,CHQ9291,Matched
Software Subscription,Software Auto Debit,132915,132915,2026-03-25,2026-03-25,REF851882,REF851882,NA,NA,Matched
Vendor Payment,Vendor Transfer,54395,54395,2026-01-20,2026-01-20,REF540677,REF540677,NA,NA,Matched
Software Subscription,Software Auto Debit,133787,133787,2026-03-03,2026-03-03,REF895460,REF895460,CHQ2853,CHQ2853,Matched
Office Rent,Rent Transfer,434483,434483,2026-04-09,2026-04-09,REF210514,REF210514,NA,NA,Matched
Customer Receipt,Customer Credit,28141,28141,2026-03-30,2026-03-30,REF656530,REF656530,CHQ8837,CHQ8837,Matched
Electricity Bill,Electricity Payment,328409,328409,2026-01-16,2026-01-16,REF637915,REF637915,CHQ3628,CHQ3628,Matched
Insurance Premium,Insurance Debit,360486,360486,2026-05-21,2026-05-21,REF799808,REF799808,CHQ7736,CHQ7736,Probable Match
Advertising Expense,Marketing Expense,12277,12277,2026-04-29,2026-04-29,REF888370,REF888370,NA,NA,Matched
Bank Charges,Bank Service Charge,444989,444989,2026-04-27,2026-05-15,REF864986,REF864986,CHQ6795,CHQ6795,Date Difference
Professional Fees,Consultancy Payment,461924,461924,2026-05-05,2026-05-05,REF979823,REF979823,CHQ1928,CHQ1928,Matched
Advertising Expense,Marketing Expense,192357,192357,2026-05-22,2026-05-22,REF805342,REF805342,NA,NA,Unmatched
Salary Payment,NEFT Salary Transfer,245269,245269,2026-02-13,2026-02-13,REF967235,REF967235,CHQ7422,CHQ7422,Matched
Loan EMI,EMI Debit,217001,217001,2026-06-16,2026-06-16,REF166459,REF166459,NA,NA,Probable Match
Office Rent,Rent Transfer,479460,479460,2026-01-30,2026-01-30,REF494649,REF494649,NA,NA,Matched
Software Subscription,Software Auto Debit,486881,486881,2026-02-08,2026-02-18,REF120449,REF120449,NA,NA,Date Difference
Bank Charges,Bank Service Charge,448956,448956,2026-01-01,2026-01-08,REF916204,REF916204,NA,NA,Date Difference
Advertising Expense,Marketing Expense,489981,489981,2026-01-17,2026-01-17,REF307771,REF307771,CHQ3126,CHQ3126,Probable Match
Advertising Expense,Marketing Expense,430143,430143,2026-03-12,2026-03-12,REF152385,REF152385,CHQ9116,CHQ9116,Matched
Salary Payment,NEFT Salary Transfer,237574,237574,2026-06-17,2026-06-17,REF652195,REF652195,NA,NA,Matched
Travel Expense,Travel Reimbursement,395817,395817,2026-06-04,2026-06-04,REF831071,REF831071,NA,NA,Matched
Advertising Expense,Marketing Expense,284766,287310,2026-04-12,2026-04-12,REF837898,REF837898,NA,NA,Amount Mismatch
Office Rent,Rent Transfer,21184,21184,2026-02-25,2026-02-25,REF841778,REF841778,NA,NA,Matched
Travel Expense,Travel Reimbursement,336215,336215,2026-06-17,2026-06-17,REF581194,REF581194,CHQ6751,CHQ6751,Matched
Bank Charges,Bank Service Charge,220943,220943,2026-02-23,2026-02-23,REF941168,REF941168,NA,NA,Unmatched
Bank Charges,Bank Service Charge,268698,268698,2026-01-04,2026-01-04,REF725473,REF725473,CHQ7478,CHQ7478,Matched
Insurance Premium,Insurance Debit,15348,15348,2026-01-26,2026-01-26,REF502268,REF502268,CHQ1797,CHQ1797,Matched
Electricity Bill,Electricity Payment,329495,329495,2026-02-13,2026-02-13,REF913225,REF913225,CHQ9118,CHQ9118,Probable Match
Internet Expense,Internet Payment,493290,493290,2026-04-05,2026-04-05,REF601656,REF601656,NA,NA,Matched
Loan EMI,EMI Debit,455591,455591,2026-04-01,2026-04-01,REF188105,REF188105,CHQ3972,CHQ3972,Matched
Electricity Bill,Electricity Payment,499219,499219,2026-02-17,2026-03-09,REF199569,REF199569,CHQ9994,CHQ9994,Date Difference
Professional Fees,Consultancy Payment,348560,348560,2026-05-24,2026-05-24,REF212470,REF212470,NA,NA,Matched
Advertising Expense,Marketing Expense,221475,221475,2026-05-02,2026-05-02,REF608202,REF608202,CHQ1406,CHQ1406,Probable Match
Vendor Payment,Vendor Transfer,18016,18016,2026-04-29,2026-04-29,REF975277,REF975277,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,136474,136474,2026-06-23,2026-06-23,REF573590,REF573590,CHQ3435,CHQ3435,Matched
Software Subscription,Software Auto Debit,118378,118378,2026-04-13,2026-04-13,REF452327,REF452327,CHQ4673,CHQ4673,Matched
Professional Fees,Consultancy Payment,236730,236730,2026-06-07,2026-06-07,REF694317,REF694317,NA,NA,Matched
Electricity Bill,Electricity Payment,351902,351902,2026-03-27,2026-03-27,REF771326,REF771326,NA,NA,Probable Match
Loan EMI,EMI Debit,76260,76260,2026-02-28,2026-03-11,REF361404,REF361404,CHQ9789,CHQ9789,Date Difference
Professional Fees,Consultancy Payment,84782,84782,2026-04-09,2026-04-09,REF727317,REF727317,CHQ8580,CHQ8580,Matched
Software Subscription,Software Auto Debit,301131,301131,2026-04-09,2026-04-09,REF696347,REF696347,NA,NA,Matched
Advertising Expense,Marketing Expense,290974,290974,2026-01-21,2026-01-21,REF811889,REF811889,NA,NA,Matched
Insurance Premium,Insurance Debit,306653,306653,2026-05-04,2026-05-04,REF677547,REF677547,CHQ8247,CHQ8247,Matched
Customer Receipt,Customer Credit,49262,49262,2026-03-21,2026-03-21,REF268570,REF268570,CHQ2645,CHQ2645,Unmatched
Electricity Bill,Electricity Payment,60924,60924,2026-05-10,2026-05-10,REF861422,REF861422,NA,NA,Matched
Advertising Expense,Marketing Expense,428129,431259,2026-06-30,2026-06-30,REF982687,REF982687,NA,NA,Amount Mismatch
Loan EMI,EMI Debit,365217,365217,2026-02-03,2026-02-03,REF776766,REF776766,NA,NA,Matched
Professional Fees,Consultancy Payment,411598,411598,2026-02-26,2026-02-26,REF499915,REF499915,NA,NA,Probable Match
Advertising Expense,Marketing Expense,197247,197247,2026-05-30,2026-05-30,REF656194,REF392205,NA,NA,Reference Mismatch
Office Rent,Rent Transfer,146393,146393,2026-01-13,2026-01-13,REF762417,REF762417,CHQ3544,CHQ3544,Probable Match
Software Subscription,Software Auto Debit,480209,480209,2026-02-04,2026-02-04,REF360754,REF360754,NA,NA,Matched
Insurance Premium,Insurance Debit,463959,463959,2026-02-11,2026-02-11,REF662881,REF662881,NA,NA,Probable Match
Insurance Premium,Insurance Debit,425891,425891,2026-02-26,2026-02-26,REF256416,REF256416,CHQ9679,CHQ9679,Matched
Bank Charges,Bank Service Charge,202698,202698,2026-06-03,2026-06-03,REF745380,REF745380,NA,NA,Matched
Office Rent,Rent Transfer,67805,67805,2026-04-11,2026-04-11,REF144423,REF144423,NA,NA,Unmatched
Bank Charges,Bank Service Charge,277553,277553,2026-02-03,2026-02-03,REF980003,REF980003,NA,NA,Matched
Internet Expense,Internet Payment,350104,350104,2026-03-17,2026-03-17,REF981711,REF981711,CHQ4590,CHQ4590,Matched
Bank Charges,Bank Service Charge,440085,440085,2026-01-15,2026-01-15,REF644493,REF644493,NA,NA,Matched
Customer Receipt,Customer Credit,256409,256409,2026-05-21,2026-05-21,REF104434,REF104434,NA,NA,Matched
Travel Expense,Travel Reimbursement,93870,93870,2026-03-13,2026-03-13,REF248948,REF248948,CHQ5717,CHQ5717,Matched
Office Rent,Rent Transfer,90208,90208,2026-02-20,2026-02-20,REF844390,REF996343,CHQ4849,CHQ4849,Reference Mismatch
GST Payment,GST Challan,332774,332774,2026-01-29,2026-01-29,REF783639,REF783639,NA,NA,Matched
Professional Fees,Consultancy Payment,335041,335041,2026-06-02,2026-06-02,REF797104,REF797104,CHQ3452,CHQ3452,Matched
Loan EMI,EMI Debit,156609,156609,2026-03-05,2026-03-05,REF185573,REF185573,NA,NA,Matched
Office Rent,Rent Transfer,344814,344814,2026-01-15,2026-01-15,REF276211,REF276211,NA,NA,Matched
Insurance Premium,Insurance Debit,58213,58213,2026-03-17,2026-03-17,REF813804,REF813804,CHQ8257,CHQ8257,Unmatched
Office Rent,Rent Transfer,368062,368062,2026-05-10,2026-05-10,REF264363,REF264363,CHQ4430,CHQ4430,Matched
Internet Expense,Internet Payment,265099,265099,2026-04-16,2026-04-22,REF236183,REF236183,NA,NA,Date Difference
Loan EMI,EMI Debit,240773,240773,2026-05-24,2026-05-24,REF259566,REF259566,NA,NA,Probable Match
Electricity Bill,Electricity Payment,158329,158329,2026-02-02,2026-02-02,REF161318,REF161318,CHQ5898,CHQ5898,Matched
Salary Payment,NEFT Salary Transfer,419305,419305,2026-01-16,2026-01-16,REF138490,REF138490,NA,NA,Matched
Fuel Expense,Fuel Card Payment,372570,372570,2026-01-06,2026-01-06,REF265667,REF265667,NA,NA,Matched
Fuel Expense,Fuel Card Payment,206280,206280,2026-04-07,2026-04-07,REF148759,REF148759,NA,NA,Matched
Vendor Payment,Vendor Transfer,37355,37355,2026-03-13,2026-03-13,REF224460,REF224460,NA,NA,Matched
Fuel Expense,Fuel Card Payment,378788,378788,2026-01-08,2026-01-08,REF848038,REF848038,NA,NA,Probable Match
Office Rent,Rent Transfer,364656,364656,2026-04-19,2026-04-19,REF927786,REF502812,NA,NA,Reference Mismatch
Software Subscription,Software Auto Debit,33455,33455,2026-02-09,2026-02-09,REF550368,REF550368,NA,NA,Matched
Internet Expense,Internet Payment,321848,321848,2026-04-19,2026-04-19,REF471117,REF471117,CHQ3065,CHQ3065,Probable Match
Software Subscription,Software Auto Debit,74010,74010,2026-01-09,2026-01-09,REF288712,REF288712,CHQ7553,CHQ7553,Matched
Fuel Expense,Fuel Card Payment,251256,251256,2026-04-01,2026-04-01,REF426372,REF426372,NA,NA,Matched
Professional Fees,Consultancy Payment,180017,180017,2026-05-06,2026-05-17,REF737290,REF737290,NA,NA,Date Difference
Vendor Payment,Vendor Transfer,394978,394978,2026-02-10,2026-02-10,REF319095,REF319095,CHQ1088,CHQ1088,Matched
GST Payment,GST Challan,99011,99011,2026-03-28,2026-03-28,REF290335,REF290335,CHQ7703,CHQ7703,Matched
Loan EMI,EMI Debit,412386,412386,2026-05-17,2026-05-17,REF715293,REF715293,CHQ2812,CHQ2812,Matched
Electricity Bill,Electricity Payment,445564,445564,2026-06-26,2026-06-26,REF225653,REF225653,CHQ4049,CHQ4049,Matched
Vendor Payment,Vendor Transfer,298608,298608,2026-03-27,2026-03-27,REF860680,REF860680,NA,NA,Matched
Travel Expense,Travel Reimbursement,88641,88641,2026-05-24,2026-05-24,REF695079,REF695079,NA,NA,Matched
Insurance Premium,Insurance Debit,128469,128469,2026-04-11,2026-04-11,REF176698,REF176698,NA,NA,Probable Match
Professional Fees,Consultancy Payment,148588,148588,2026-04-08,2026-04-08,REF413883,REF413883,CHQ8234,CHQ8234,Probable Match
Salary Payment,NEFT Salary Transfer,194280,194280,2026-04-10,2026-04-10,REF111203,REF111203,CHQ4584,CHQ4584,Matched
GST Payment,GST Challan,82647,82647,2026-05-15,2026-05-15,REF720278,REF720278,CHQ5115,CHQ5115,Matched
Fuel Expense,Fuel Card Payment,178340,178340,2026-01-17,2026-01-17,REF906139,REF906139,NA,NA,Unmatched
Travel Expense,Travel Reimbursement,367589,367589,2026-06-02,2026-06-02,REF674691,REF674691,CHQ5486,CHQ5486,Matched
Office Rent,Rent Transfer,441673,441673,2026-06-03,2026-06-11,REF606812,REF606812,NA,NA,Date Difference
Internet Expense,Internet Payment,149667,149667,2026-01-01,2026-01-01,REF976056,REF976056,NA,NA,Matched
Internet Expense,Internet Payment,224443,224443,2026-06-01,2026-06-01,REF723058,REF723058,NA,NA,Probable Match
Customer Receipt,Customer Credit,410707,410707,2026-06-30,2026-06-30,REF979537,REF979537,CHQ6650,CHQ6650,Matched
Office Rent,Rent Transfer,419785,419785,2026-03-24,2026-03-24,REF442751,REF442751,CHQ4491,CHQ4491,Matched
Salary Payment,NEFT Salary Transfer,441688,441688,2026-03-18,2026-03-18,REF708963,REF708963,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,201189,201189,2026-04-15,2026-04-15,REF616503,REF616503,NA,CHQ2325,Cheque Mismatch
Internet Expense,Internet Payment,230263,230263,2026-02-14,2026-02-14,REF965730,REF861621,CHQ7323,CHQ7323,Reference Mismatch
Office Rent,Rent Transfer,144128,144128,2026-02-08,2026-02-08,REF431277,REF431277,CHQ1358,CHQ1358,Matched
Insurance Premium,Insurance Debit,378676,378676,2026-03-30,2026-03-30,REF191754,REF191754,CHQ3661,CHQ2454,Cheque Mismatch
Insurance Premium,Insurance Debit,32365,32365,2026-01-29,2026-01-29,REF895954,REF895954,NA,NA,Matched
Professional Fees,Consultancy Payment,65959,65959,2026-02-11,2026-02-11,REF877300,REF877300,NA,NA,Matched
Software Subscription,Software Auto Debit,44022,44022,2026-05-16,2026-05-16,REF147445,REF147445,NA,NA,Matched
Professional Fees,Consultancy Payment,231308,231308,2026-05-11,2026-05-11,REF542576,REF542576,CHQ8164,CHQ8164,Matched
Advertising Expense,Marketing Expense,55060,55060,2026-02-20,2026-02-20,REF394389,REF394389,CHQ8743,CHQ8743,Matched
Office Rent,Rent Transfer,149000,149000,2026-06-05,2026-06-05,REF636272,REF636272,CHQ6521,CHQ6521,Matched
Insurance Premium,Insurance Debit,356422,356422,2026-04-21,2026-04-21,REF887299,REF887299,CHQ3921,CHQ3921,Matched
Professional Fees,Consultancy Payment,442471,442471,2026-06-09,2026-06-09,REF609071,REF609071,NA,NA,Matched
Vendor Payment,Vendor Transfer,189025,189025,2026-01-24,2026-01-24,REF517360,REF517360,NA,NA,Matched
Professional Fees,Consultancy Payment,22531,22531,2026-05-24,2026-05-24,REF603284,REF279690,CHQ1829,CHQ1829,Reference Mismatch
Insurance Premium,Insurance Debit,206019,206019,2026-03-30,2026-03-30,REF446678,REF446678,CHQ4256,CHQ4256,Matched
Professional Fees,Consultancy Payment,337114,337114,2026-05-16,2026-05-16,REF213915,REF213915,NA,NA,Matched
