Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_7765,GUARD_38665,Haryana,Bank Passbook,Verified,Yes,Yes,No,268,Low Risk
AGENCY_1264,GUARD_15031,Uttar Pradesh,Police Verification,Verified,No,Yes,No,139,High Risk
AGENCY_1975,GUARD_40217,Haryana,Character Certificate,Submitted,No,Yes,Yes,365,High Risk
AGENCY_1560,GUARD_34802,Haryana,Training Certificate,Verified,Yes,Yes,Yes,87,Low Risk
AGENCY_6479,GUARD_52285,Haryana,Training Certificate,Missing,No,Yes,Yes,234,High Risk
AGENCY_1283,GUARD_99602,Haryana,Aadhaar Card,Verified,Yes,Yes,No,132,Low Risk
AGENCY_7819,GUARD_69837,Uttar Pradesh,Aadhaar Card,Verified,Yes,No,Yes,252,High Risk
AGENCY_1035,GUARD_28798,Haryana,Medical Fitness,Submitted,No,Yes,Yes,103,High Risk
AGENCY_9622,GUARD_52099,Uttar Pradesh,ESIC Registration,Submitted,No,Yes,Yes,111,High Risk
AGENCY_5826,GUARD_45641,Uttar Pradesh,ESIC Registration,Submitted,No,No,No,163,High Risk
AGENCY_2369,GUARD_11564,Punjab,Affidavit,Submitted,No,No,No,308,High Risk
AGENCY_8192,GUARD_75726,Punjab,Employment Contract,Missing,Yes,No,Yes,142,High Risk
AGENCY_7527,GUARD_56215,Uttar Pradesh,Address Proof,Verified,No,No,Yes,99,High Risk
AGENCY_8303,GUARD_63914,Haryana,Employment Contract,Expired,No,Yes,No,86,High Risk
AGENCY_2862,GUARD_29423,Punjab,Medical Fitness,Missing,Yes,No,Yes,358,High Risk
AGENCY_7804,GUARD_27283,Rajasthan,Address Proof,Submitted,No,No,No,257,High Risk
AGENCY_8034,GUARD_27317,Delhi,Shop Act License,Expired,No,Yes,No,26,High Risk
AGENCY_7194,GUARD_99520,Haryana,Address Proof,Verified,No,Yes,Yes,260,High Risk
AGENCY_8093,GUARD_15518,Haryana,GST Certificate,Submitted,Yes,Yes,No,143,Low Risk
AGENCY_4866,GUARD_11551,Delhi,Aadhaar Card,Verified,No,Yes,Yes,91,High Risk
AGENCY_1911,GUARD_39945,Uttar Pradesh,Police Verification,Expired,No,Yes,No,50,High Risk
AGENCY_9706,GUARD_95727,Delhi,Medical Fitness,Submitted,No,Yes,Yes,13,High Risk
AGENCY_8274,GUARD_63537,Rajasthan,Address Proof,Missing,No,No,No,61,High Risk
AGENCY_7421,GUARD_91460,Rajasthan,Shop Act License,Verified,Yes,No,No,176,High Risk
AGENCY_2267,GUARD_46778,Haryana,Address Proof,Missing,Yes,No,Yes,240,High Risk
AGENCY_1383,GUARD_90061,Punjab,GST Certificate,Verified,No,Yes,Yes,20,High Risk
AGENCY_9523,GUARD_37440,Haryana,EPF Registration,Submitted,No,Yes,Yes,365,High Risk
AGENCY_6347,GUARD_24325,Delhi,PAN Card,Missing,No,No,Yes,209,High Risk
AGENCY_2415,GUARD_72056,Haryana,Employment Contract,Submitted,Yes,No,Yes,138,High Risk
AGENCY_1909,GUARD_37914,Punjab,Bank Passbook,Missing,Yes,Yes,No,257,Medium Risk
AGENCY_4143,GUARD_92338,Haryana,Shop Act License,Missing,No,Yes,No,310,High Risk
AGENCY_4071,GUARD_14277,Delhi,PAN Card,Missing,Yes,Yes,No,24,Medium Risk
AGENCY_6971,GUARD_91916,Punjab,Affidavit,Verified,Yes,Yes,No,210,Low Risk
AGENCY_3846,GUARD_43925,Rajasthan,Bank Passbook,Submitted,No,Yes,Yes,25,High Risk
AGENCY_4109,GUARD_43918,Punjab,EPF Registration,Expired,No,No,Yes,156,High Risk
AGENCY_6496,GUARD_59238,Haryana,Shop Act License,Verified,Yes,No,No,268,High Risk
AGENCY_4999,GUARD_43290,Punjab,GST Certificate,Missing,Yes,Yes,No,211,Medium Risk
AGENCY_8519,GUARD_69011,Haryana,ESIC Registration,Missing,No,Yes,Yes,111,High Risk
AGENCY_3109,GUARD_90545,Rajasthan,Medical Fitness,Missing,No,Yes,Yes,325,High Risk
AGENCY_6612,GUARD_74728,Delhi,Address Proof,Verified,No,No,Yes,278,High Risk
AGENCY_7944,GUARD_37429,Uttar Pradesh,Employment Contract,Expired,Yes,Yes,Yes,136,High Risk
AGENCY_9024,GUARD_98483,Delhi,Character Certificate,Expired,No,No,No,25,High Risk
AGENCY_9129,GUARD_68840,Rajasthan,Bank Passbook,Missing,Yes,No,No,186,High Risk
AGENCY_7857,GUARD_87949,Haryana,PAN Card,Missing,No,Yes,No,47,High Risk
AGENCY_1259,GUARD_70855,Delhi,Police Verification,Verified,Yes,No,Yes,248,High Risk
AGENCY_8411,GUARD_23951,Uttar Pradesh,Affidavit,Missing,Yes,No,No,298,High Risk
AGENCY_1446,GUARD_93072,Delhi,PAN Card,Missing,No,Yes,Yes,16,High Risk
AGENCY_3824,GUARD_28495,Haryana,Character Certificate,Submitted,Yes,No,No,320,High Risk
AGENCY_4017,GUARD_64722,Haryana,Aadhaar Card,Expired,No,No,No,167,High Risk
AGENCY_3221,GUARD_88085,Punjab,Training Certificate,Verified,No,No,No,356,High Risk
AGENCY_7824,GUARD_80980,Haryana,Affidavit,Missing,Yes,Yes,No,123,Medium Risk
AGENCY_2379,GUARD_48336,Uttar Pradesh,Shop Act License,Verified,Yes,No,No,66,High Risk
AGENCY_3694,GUARD_63301,Uttar Pradesh,GST Certificate,Expired,Yes,No,No,33,High Risk
AGENCY_7891,GUARD_12278,Punjab,GST Certificate,Expired,No,No,No,311,High Risk
AGENCY_1402,GUARD_18433,Delhi,Shop Act License,Submitted,No,No,Yes,129,High Risk
AGENCY_5776,GUARD_86938,Rajasthan,Medical Fitness,Missing,Yes,No,No,172,High Risk
AGENCY_6369,GUARD_40690,Uttar Pradesh,Affidavit,Expired,No,Yes,No,56,High Risk
AGENCY_8003,GUARD_86495,Delhi,Medical Fitness,Expired,No,Yes,No,213,High Risk
AGENCY_3870,GUARD_72951,Haryana,Character Certificate,Submitted,Yes,Yes,Yes,11,Low Risk
AGENCY_6208,GUARD_65828,Rajasthan,Shop Act License,Submitted,Yes,No,Yes,183,High Risk
AGENCY_4267,GUARD_74739,Rajasthan,EPF Registration,Missing,Yes,No,Yes,111,High Risk
AGENCY_3506,GUARD_74768,Rajasthan,PAN Card,Missing,Yes,Yes,No,246,Medium Risk
AGENCY_1515,GUARD_81103,Rajasthan,EPF Registration,Verified,Yes,No,No,302,High Risk
AGENCY_1502,GUARD_84097,Delhi,Training Certificate,Expired,Yes,Yes,No,61,High Risk
AGENCY_6250,GUARD_56478,Delhi,EPF Registration,Missing,No,Yes,Yes,33,High Risk
AGENCY_1465,GUARD_99560,Rajasthan,Character Certificate,Submitted,Yes,Yes,No,320,Low Risk
AGENCY_7748,GUARD_28410,Uttar Pradesh,Medical Fitness,Expired,Yes,Yes,Yes,43,High Risk
AGENCY_5106,GUARD_26213,Delhi,ESIC Registration,Submitted,No,No,No,364,High Risk
AGENCY_2091,GUARD_82991,Delhi,Medical Fitness,Expired,No,Yes,No,110,High Risk
AGENCY_2156,GUARD_91998,Delhi,PAN Card,Missing,Yes,Yes,No,118,Medium Risk
AGENCY_1414,GUARD_20426,Haryana,Shop Act License,Verified,Yes,No,No,81,High Risk
AGENCY_7576,GUARD_55987,Punjab,Affidavit,Missing,Yes,Yes,Yes,83,Medium Risk
AGENCY_9504,GUARD_24265,Delhi,Character Certificate,Expired,Yes,Yes,Yes,354,High Risk
AGENCY_4570,GUARD_82703,Uttar Pradesh,Affidavit,Expired,No,Yes,No,349,High Risk
AGENCY_1924,GUARD_84274,Rajasthan,Bank Passbook,Verified,Yes,No,No,293,High Risk
AGENCY_1839,GUARD_15061,Delhi,ESIC Registration,Expired,Yes,Yes,No,47,High Risk
AGENCY_8694,GUARD_77800,Punjab,Character Certificate,Expired,No,Yes,Yes,24,High Risk
AGENCY_4050,GUARD_48879,Haryana,Aadhaar Card,Missing,Yes,Yes,No,269,Medium Risk
AGENCY_1629,GUARD_42630,Rajasthan,ESIC Registration,Verified,Yes,No,Yes,165,High Risk
AGENCY_9759,GUARD_57967,Haryana,Training Certificate,Expired,Yes,No,No,307,High Risk
AGENCY_9092,GUARD_57054,Delhi,Training Certificate,Missing,No,Yes,No,348,High Risk
AGENCY_8021,GUARD_63001,Rajasthan,PAN Card,Expired,No,Yes,No,249,High Risk
AGENCY_7335,GUARD_67745,Rajasthan,Police Verification,Verified,No,No,Yes,214,High Risk
AGENCY_6375,GUARD_20469,Punjab,Character Certificate,Missing,Yes,Yes,Yes,164,Medium Risk
AGENCY_1253,GUARD_61891,Haryana,ESIC Registration,Missing,Yes,No,Yes,61,High Risk
AGENCY_8495,GUARD_31813,Delhi,Bank Passbook,Missing,No,No,Yes,212,High Risk
AGENCY_6284,GUARD_72428,Punjab,Bank Passbook,Verified,Yes,Yes,No,182,Low Risk
AGENCY_2640,GUARD_83589,Delhi,Bank Passbook,Missing,Yes,Yes,Yes,331,Medium Risk
AGENCY_5313,GUARD_16527,Punjab,GST Certificate,Expired,Yes,No,No,113,High Risk
AGENCY_2721,GUARD_83479,Haryana,Training Certificate,Submitted,Yes,Yes,Yes,355,Low Risk
AGENCY_8718,GUARD_65725,Punjab,Address Proof,Missing,Yes,Yes,Yes,263,Medium Risk
AGENCY_4212,GUARD_72521,Haryana,Training Certificate,Expired,Yes,Yes,Yes,259,High Risk
AGENCY_8788,GUARD_39982,Uttar Pradesh,Training Certificate,Expired,No,No,No,275,High Risk
AGENCY_2529,GUARD_61074,Uttar Pradesh,GST Certificate,Verified,Yes,No,Yes,11,High Risk
AGENCY_3960,GUARD_96743,Punjab,ESIC Registration,Missing,No,No,No,258,High Risk
AGENCY_1237,GUARD_62807,Uttar Pradesh,Bank Passbook,Expired,Yes,No,No,200,High Risk
AGENCY_9236,GUARD_98633,Punjab,Medical Fitness,Expired,Yes,Yes,No,42,High Risk
AGENCY_4231,GUARD_12191,Haryana,GST Certificate,Missing,Yes,Yes,Yes,52,Medium Risk
AGENCY_4099,GUARD_26746,Haryana,EPF Registration,Expired,No,No,Yes,173,High Risk
AGENCY_8174,GUARD_84415,Uttar Pradesh,Shop Act License,Missing,No,No,No,137,High Risk
AGENCY_7437,GUARD_28786,Delhi,Shop Act License,Missing,No,No,No,342,High Risk
AGENCY_7548,GUARD_41301,Delhi,EPF Registration,Expired,No,No,Yes,127,High Risk
AGENCY_4265,GUARD_15808,Uttar Pradesh,ESIC Registration,Submitted,Yes,Yes,Yes,212,Low Risk
AGENCY_1997,GUARD_55447,Rajasthan,Shop Act License,Expired,No,No,Yes,34,High Risk
AGENCY_1802,GUARD_47124,Haryana,Employment Contract,Verified,No,Yes,No,165,High Risk
AGENCY_2639,GUARD_46881,Rajasthan,Training Certificate,Missing,Yes,Yes,Yes,100,Medium Risk
AGENCY_9335,GUARD_79264,Rajasthan,Aadhaar Card,Expired,Yes,No,No,357,High Risk
AGENCY_2117,GUARD_26378,Haryana,Character Certificate,Missing,No,No,Yes,173,High Risk
AGENCY_7182,GUARD_70087,Punjab,Training Certificate,Missing,Yes,Yes,No,257,Medium Risk
AGENCY_9479,GUARD_87746,Rajasthan,Medical Fitness,Verified,No,No,Yes,136,High Risk
AGENCY_8101,GUARD_74077,Haryana,Affidavit,Submitted,No,Yes,No,87,High Risk
AGENCY_7784,GUARD_94711,Delhi,Aadhaar Card,Expired,Yes,No,Yes,332,High Risk
AGENCY_9705,GUARD_15378,Punjab,Bank Passbook,Expired,Yes,No,No,199,High Risk
AGENCY_7020,GUARD_26660,Haryana,Shop Act License,Verified,Yes,Yes,No,128,Low Risk
AGENCY_1374,GUARD_56299,Punjab,ESIC Registration,Submitted,Yes,No,Yes,210,High Risk
AGENCY_6194,GUARD_89211,Uttar Pradesh,Character Certificate,Expired,Yes,No,Yes,132,High Risk
AGENCY_4430,GUARD_54763,Rajasthan,Police Verification,Verified,No,No,Yes,283,High Risk
AGENCY_7563,GUARD_28791,Delhi,Shop Act License,Submitted,No,No,Yes,122,High Risk
AGENCY_3937,GUARD_94864,Rajasthan,PAN Card,Submitted,Yes,Yes,Yes,192,Low Risk
AGENCY_4756,GUARD_28285,Punjab,Bank Passbook,Missing,No,No,Yes,23,High Risk
AGENCY_7131,GUARD_27834,Haryana,Aadhaar Card,Verified,Yes,Yes,No,46,Low Risk
AGENCY_6669,GUARD_52906,Delhi,Bank Passbook,Expired,No,No,No,357,High Risk
AGENCY_1180,GUARD_62247,Punjab,GST Certificate,Submitted,No,No,Yes,10,High Risk
AGENCY_5836,GUARD_99370,Rajasthan,Aadhaar Card,Verified,Yes,No,No,266,High Risk
AGENCY_8634,GUARD_50798,Punjab,Address Proof,Verified,No,No,Yes,3,High Risk
AGENCY_6206,GUARD_11746,Uttar Pradesh,GST Certificate,Missing,No,Yes,No,155,High Risk
AGENCY_7765,GUARD_20708,Rajasthan,ESIC Registration,Submitted,No,Yes,Yes,218,High Risk
AGENCY_7806,GUARD_36272,Haryana,Employment Contract,Verified,No,Yes,No,143,High Risk
AGENCY_6839,GUARD_51437,Haryana,Shop Act License,Expired,No,No,Yes,230,High Risk
AGENCY_4605,GUARD_88927,Rajasthan,EPF Registration,Verified,No,No,No,315,High Risk
AGENCY_1546,GUARD_87614,Punjab,GST Certificate,Verified,No,Yes,Yes,210,High Risk
AGENCY_8831,GUARD_52553,Delhi,Bank Passbook,Missing,No,No,No,295,High Risk
AGENCY_7224,GUARD_64810,Delhi,Medical Fitness,Missing,No,Yes,Yes,162,High Risk
AGENCY_3104,GUARD_32967,Uttar Pradesh,Medical Fitness,Missing,No,No,Yes,149,High Risk
AGENCY_9720,GUARD_11522,Haryana,EPF Registration,Verified,No,No,No,207,High Risk
AGENCY_2350,GUARD_30837,Rajasthan,Address Proof,Verified,No,Yes,Yes,160,High Risk
AGENCY_9076,GUARD_65608,Delhi,Bank Passbook,Submitted,No,No,Yes,176,High Risk
AGENCY_4126,GUARD_68681,Uttar Pradesh,Shop Act License,Expired,No,No,Yes,82,High Risk
AGENCY_7049,GUARD_58415,Uttar Pradesh,Shop Act License,Verified,No,Yes,No,335,High Risk
AGENCY_6918,GUARD_26420,Delhi,Employment Contract,Submitted,Yes,No,Yes,285,High Risk
AGENCY_6854,GUARD_10843,Delhi,EPF Registration,Expired,Yes,Yes,Yes,278,High Risk
AGENCY_2992,GUARD_58316,Rajasthan,Medical Fitness,Verified,No,No,No,155,High Risk
AGENCY_1611,GUARD_15125,Punjab,Police Verification,Missing,No,Yes,Yes,96,High Risk
AGENCY_7756,GUARD_11215,Delhi,GST Certificate,Verified,Yes,Yes,Yes,64,Low Risk
AGENCY_4669,GUARD_42481,Delhi,Aadhaar Card,Expired,Yes,No,Yes,326,High Risk
AGENCY_2140,GUARD_71396,Delhi,Medical Fitness,Expired,Yes,Yes,Yes,267,High Risk
AGENCY_4252,GUARD_67981,Haryana,Character Certificate,Verified,Yes,No,No,90,High Risk
AGENCY_4893,GUARD_79253,Haryana,ESIC Registration,Expired,No,No,No,319,High Risk
AGENCY_6670,GUARD_93578,Uttar Pradesh,Aadhaar Card,Missing,Yes,No,Yes,171,High Risk
AGENCY_3602,GUARD_78552,Punjab,Affidavit,Submitted,No,No,No,265,High Risk
AGENCY_1913,GUARD_20232,Rajasthan,PAN Card,Missing,No,Yes,Yes,18,High Risk
AGENCY_3549,GUARD_71610,Rajasthan,EPF Registration,Verified,No,Yes,No,270,High Risk
AGENCY_7190,GUARD_75223,Haryana,Medical Fitness,Expired,Yes,No,Yes,233,High Risk
AGENCY_1785,GUARD_49945,Haryana,Training Certificate,Missing,Yes,No,No,55,High Risk
AGENCY_7711,GUARD_18776,Delhi,Character Certificate,Expired,No,No,No,88,High Risk
AGENCY_4525,GUARD_39563,Uttar Pradesh,Training Certificate,Expired,No,No,No,263,High Risk
AGENCY_7880,GUARD_45194,Rajasthan,Police Verification,Submitted,No,No,No,103,High Risk
AGENCY_5557,GUARD_24167,Haryana,Character Certificate,Expired,No,Yes,No,337,High Risk
AGENCY_1431,GUARD_15605,Punjab,Bank Passbook,Expired,No,Yes,Yes,302,High Risk
AGENCY_2544,GUARD_22149,Punjab,Affidavit,Verified,No,Yes,No,157,High Risk
AGENCY_1999,GUARD_57431,Punjab,Police Verification,Missing,Yes,No,Yes,235,High Risk
AGENCY_4405,GUARD_22596,Haryana,Training Certificate,Verified,Yes,Yes,Yes,144,Low Risk
AGENCY_9539,GUARD_43180,Haryana,PAN Card,Verified,Yes,Yes,No,162,Low Risk
AGENCY_7058,GUARD_81893,Rajasthan,EPF Registration,Missing,No,No,Yes,300,High Risk
AGENCY_5753,GUARD_99205,Rajasthan,Medical Fitness,Submitted,Yes,Yes,Yes,326,Low Risk
AGENCY_3003,GUARD_45142,Rajasthan,Affidavit,Submitted,Yes,No,No,226,High Risk
AGENCY_1822,GUARD_58110,Rajasthan,Shop Act License,Verified,No,No,Yes,188,High Risk
AGENCY_5420,GUARD_89336,Rajasthan,Training Certificate,Verified,Yes,Yes,No,282,Low Risk
AGENCY_3472,GUARD_53370,Delhi,Address Proof,Verified,Yes,Yes,No,306,Low Risk
AGENCY_3149,GUARD_16384,Haryana,Training Certificate,Submitted,Yes,Yes,Yes,174,Low Risk
AGENCY_3390,GUARD_74716,Haryana,Affidavit,Missing,No,No,Yes,157,High Risk
AGENCY_1116,GUARD_39058,Delhi,Aadhaar Card,Expired,No,Yes,Yes,191,High Risk
AGENCY_5699,GUARD_88163,Delhi,Police Verification,Verified,Yes,No,No,106,High Risk
AGENCY_6560,GUARD_52174,Haryana,Aadhaar Card,Verified,Yes,Yes,No,214,Low Risk
AGENCY_8599,GUARD_24109,Punjab,Bank Passbook,Verified,Yes,Yes,No,154,Low Risk
AGENCY_6318,GUARD_99474,Rajasthan,Address Proof,Verified,Yes,No,No,241,High Risk
AGENCY_6895,GUARD_30186,Delhi,Police Verification,Verified,Yes,No,Yes,71,High Risk
AGENCY_6465,GUARD_72480,Haryana,ESIC Registration,Expired,No,No,No,201,High Risk
AGENCY_2236,GUARD_20340,Punjab,Affidavit,Expired,Yes,Yes,No,175,High Risk
AGENCY_2775,GUARD_89733,Delhi,EPF Registration,Verified,No,No,No,124,High Risk
AGENCY_8894,GUARD_10158,Haryana,EPF Registration,Expired,Yes,Yes,No,203,High Risk
AGENCY_5380,GUARD_74164,Delhi,Affidavit,Expired,No,No,No,166,High Risk
AGENCY_7394,GUARD_57368,Rajasthan,Bank Passbook,Missing,No,Yes,No,324,High Risk
AGENCY_3209,GUARD_55589,Delhi,Medical Fitness,Submitted,Yes,No,No,58,High Risk
AGENCY_5727,GUARD_91924,Haryana,Address Proof,Submitted,Yes,Yes,No,0,Low Risk
AGENCY_4141,GUARD_20366,Uttar Pradesh,Affidavit,Missing,No,No,Yes,36,High Risk
AGENCY_6241,GUARD_56520,Delhi,GST Certificate,Missing,No,Yes,No,65,High Risk
AGENCY_3428,GUARD_93064,Delhi,Training Certificate,Submitted,Yes,Yes,No,295,Low Risk
AGENCY_6717,GUARD_52571,Rajasthan,EPF Registration,Missing,No,Yes,Yes,309,High Risk
AGENCY_3270,GUARD_82652,Uttar Pradesh,Medical Fitness,Expired,No,No,Yes,209,High Risk
AGENCY_2526,GUARD_37205,Punjab,Police Verification,Submitted,No,No,No,288,High Risk
AGENCY_3756,GUARD_86450,Rajasthan,Bank Passbook,Submitted,No,Yes,No,140,High Risk
AGENCY_6851,GUARD_43480,Rajasthan,Bank Passbook,Submitted,No,No,Yes,16,High Risk
AGENCY_4490,GUARD_43217,Delhi,Aadhaar Card,Verified,Yes,Yes,Yes,212,Low Risk
AGENCY_9963,GUARD_60569,Delhi,GST Certificate,Missing,Yes,No,Yes,94,High Risk
AGENCY_7887,GUARD_39928,Punjab,Employment Contract,Missing,No,No,Yes,295,High Risk
AGENCY_7550,GUARD_56923,Haryana,Police Verification,Expired,Yes,No,No,350,High Risk
AGENCY_8197,GUARD_65906,Delhi,Affidavit,Verified,Yes,No,No,343,High Risk
AGENCY_9004,GUARD_68945,Punjab,Affidavit,Expired,Yes,Yes,No,268,High Risk
AGENCY_9474,GUARD_17593,Haryana,Employment Contract,Expired,Yes,Yes,No,311,High Risk
AGENCY_1063,GUARD_67602,Rajasthan,Affidavit,Expired,No,No,Yes,290,High Risk
AGENCY_2788,GUARD_57344,Delhi,Affidavit,Missing,Yes,No,Yes,351,High Risk
AGENCY_2191,GUARD_49982,Punjab,Address Proof,Missing,No,Yes,No,191,High Risk
AGENCY_9046,GUARD_38636,Uttar Pradesh,Employment Contract,Expired,No,Yes,Yes,163,High Risk
AGENCY_1545,GUARD_64876,Uttar Pradesh,Character Certificate,Verified,Yes,No,No,55,High Risk
AGENCY_4634,GUARD_32322,Delhi,Affidavit,Submitted,No,Yes,Yes,336,High Risk
AGENCY_6491,GUARD_18809,Delhi,EPF Registration,Verified,Yes,Yes,No,33,Low Risk
AGENCY_1840,GUARD_48911,Punjab,GST Certificate,Verified,No,No,Yes,35,High Risk
AGENCY_8048,GUARD_26005,Rajasthan,EPF Registration,Submitted,No,Yes,Yes,279,High Risk
AGENCY_8437,GUARD_77894,Punjab,GST Certificate,Verified,No,No,Yes,350,High Risk
AGENCY_4904,GUARD_28506,Haryana,EPF Registration,Submitted,No,No,No,128,High Risk
AGENCY_7818,GUARD_47117,Haryana,Address Proof,Submitted,No,No,Yes,43,High Risk
AGENCY_1268,GUARD_56791,Haryana,Employment Contract,Expired,No,No,Yes,157,High Risk
AGENCY_8104,GUARD_42248,Delhi,EPF Registration,Submitted,No,Yes,Yes,205,High Risk
AGENCY_2884,GUARD_23273,Delhi,Character Certificate,Verified,Yes,No,Yes,344,High Risk
AGENCY_2115,GUARD_25257,Delhi,Address Proof,Expired,Yes,No,No,135,High Risk
AGENCY_9904,GUARD_62085,Uttar Pradesh,Police Verification,Missing,No,No,Yes,360,High Risk
AGENCY_4339,GUARD_17360,Uttar Pradesh,Shop Act License,Expired,Yes,No,No,232,High Risk
AGENCY_8960,GUARD_80474,Haryana,Bank Passbook,Verified,Yes,Yes,No,245,Low Risk
AGENCY_4746,GUARD_73927,Uttar Pradesh,Police Verification,Expired,Yes,Yes,No,224,High Risk
AGENCY_5185,GUARD_22790,Uttar Pradesh,EPF Registration,Submitted,No,Yes,Yes,17,High Risk
AGENCY_7180,GUARD_91465,Delhi,Character Certificate,Verified,No,No,No,149,High Risk
AGENCY_4165,GUARD_87645,Haryana,Character Certificate,Missing,No,Yes,Yes,238,High Risk
AGENCY_5057,GUARD_52661,Rajasthan,PAN Card,Missing,Yes,Yes,Yes,114,Medium Risk
AGENCY_4858,GUARD_45072,Delhi,Police Verification,Submitted,No,Yes,No,159,High Risk
AGENCY_2635,GUARD_29132,Haryana,ESIC Registration,Expired,No,Yes,No,325,High Risk
AGENCY_7160,GUARD_98402,Delhi,Character Certificate,Submitted,No,No,No,32,High Risk
AGENCY_5183,GUARD_59589,Uttar Pradesh,Employment Contract,Missing,No,No,No,55,High Risk
AGENCY_1929,GUARD_47339,Punjab,Character Certificate,Verified,No,No,Yes,227,High Risk
AGENCY_1681,GUARD_62944,Haryana,ESIC Registration,Expired,Yes,No,Yes,1,High Risk
AGENCY_8796,GUARD_12736,Delhi,Affidavit,Missing,Yes,No,Yes,300,High Risk
AGENCY_9052,GUARD_35314,Delhi,Employment Contract,Expired,No,No,No,167,High Risk
AGENCY_9486,GUARD_47763,Delhi,Bank Passbook,Expired,Yes,Yes,Yes,268,High Risk
AGENCY_3488,GUARD_98724,Haryana,Affidavit,Submitted,Yes,No,Yes,162,High Risk
AGENCY_1027,GUARD_18282,Punjab,Affidavit,Verified,No,No,No,239,High Risk
AGENCY_2125,GUARD_78231,Punjab,Address Proof,Missing,No,Yes,Yes,351,High Risk
AGENCY_3561,GUARD_94555,Delhi,Employment Contract,Submitted,No,Yes,Yes,181,High Risk
AGENCY_3920,GUARD_56463,Haryana,Character Certificate,Missing,No,No,Yes,343,High Risk
AGENCY_8865,GUARD_77897,Delhi,Shop Act License,Missing,Yes,Yes,No,103,Medium Risk
AGENCY_5664,GUARD_64816,Punjab,PAN Card,Expired,Yes,Yes,Yes,338,High Risk
AGENCY_1658,GUARD_76595,Uttar Pradesh,GST Certificate,Missing,No,Yes,No,282,High Risk
AGENCY_9731,GUARD_22122,Haryana,Medical Fitness,Submitted,No,Yes,No,176,High Risk
AGENCY_6517,GUARD_58013,Punjab,Aadhaar Card,Missing,Yes,No,No,241,High Risk
AGENCY_2231,GUARD_41133,Haryana,PAN Card,Expired,No,Yes,No,269,High Risk
AGENCY_8616,GUARD_93536,Delhi,Training Certificate,Missing,No,Yes,No,277,High Risk
AGENCY_9300,GUARD_90818,Uttar Pradesh,PAN Card,Missing,Yes,No,No,105,High Risk
AGENCY_1868,GUARD_19133,Rajasthan,Address Proof,Verified,No,Yes,Yes,88,High Risk
AGENCY_2673,GUARD_12964,Rajasthan,Training Certificate,Missing,No,Yes,No,306,High Risk
AGENCY_1883,GUARD_82495,Rajasthan,Bank Passbook,Submitted,No,No,Yes,71,High Risk
AGENCY_1490,GUARD_82225,Haryana,Aadhaar Card,Submitted,Yes,Yes,Yes,284,Low Risk
AGENCY_3684,GUARD_82834,Rajasthan,Medical Fitness,Submitted,No,Yes,Yes,361,High Risk
AGENCY_1879,GUARD_38929,Delhi,Address Proof,Submitted,No,No,Yes,32,High Risk
AGENCY_5316,GUARD_35496,Punjab,Training Certificate,Missing,Yes,Yes,No,132,Medium Risk
AGENCY_6397,GUARD_69179,Punjab,PAN Card,Missing,No,No,No,210,High Risk
AGENCY_4500,GUARD_10217,Haryana,Training Certificate,Expired,Yes,Yes,Yes,315,High Risk
AGENCY_9013,GUARD_21405,Rajasthan,Aadhaar Card,Expired,Yes,No,No,329,High Risk
AGENCY_9367,GUARD_95906,Rajasthan,EPF Registration,Missing,Yes,No,No,18,High Risk
AGENCY_5311,GUARD_39036,Punjab,Employment Contract,Expired,No,No,Yes,36,High Risk
AGENCY_5161,GUARD_59715,Punjab,Bank Passbook,Submitted,No,Yes,No,161,High Risk
AGENCY_5651,GUARD_92343,Uttar Pradesh,EPF Registration,Missing,No,Yes,No,333,High Risk
AGENCY_9423,GUARD_62840,Haryana,Character Certificate,Missing,Yes,No,No,18,High Risk
AGENCY_7684,GUARD_63365,Uttar Pradesh,Shop Act License,Verified,No,Yes,Yes,256,High Risk
AGENCY_8945,GUARD_77652,Punjab,ESIC Registration,Submitted,Yes,Yes,No,187,Low Risk
AGENCY_2085,GUARD_88207,Rajasthan,EPF Registration,Expired,No,No,No,27,High Risk
AGENCY_3861,GUARD_59210,Uttar Pradesh,Shop Act License,Expired,No,No,No,192,High Risk
AGENCY_1715,GUARD_25715,Uttar Pradesh,PAN Card,Missing,Yes,No,No,37,High Risk
AGENCY_7119,GUARD_56221,Rajasthan,Medical Fitness,Missing,Yes,No,Yes,119,High Risk
AGENCY_3679,GUARD_53076,Rajasthan,EPF Registration,Expired,No,Yes,No,39,High Risk
AGENCY_9750,GUARD_64380,Punjab,EPF Registration,Submitted,Yes,No,No,11,High Risk
AGENCY_3915,GUARD_41818,Uttar Pradesh,ESIC Registration,Expired,Yes,Yes,Yes,100,High Risk
AGENCY_8257,GUARD_10174,Rajasthan,Shop Act License,Expired,Yes,Yes,No,347,High Risk
AGENCY_9404,GUARD_50751,Haryana,Medical Fitness,Missing,Yes,No,Yes,296,High Risk
AGENCY_2903,GUARD_23791,Rajasthan,Employment Contract,Verified,No,Yes,Yes,195,High Risk
AGENCY_1339,GUARD_72100,Delhi,Employment Contract,Verified,Yes,Yes,Yes,247,Low Risk
AGENCY_6731,GUARD_33795,Rajasthan,Medical Fitness,Submitted,No,No,Yes,170,High Risk
